#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-3B342CFC10A60D52-15DD9710BB02EE2C
#datatype	hitsFull Results
#status	0
#Start time	2026-09-19T18:34:27	Run time	0:00:02:12
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#29 - >Shae__MS3_00002992	non-specific	270754	20	229	2.422e-16	80.3983	cd05603	STKc_SGK2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	173644	18	322	2.69775e-16	79.5879	cd05079	PTKc_Jak1_rpt2	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270658	16	251	2.73748e-16	79.2998	cd05073	PTKc_Hck	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270643	9	252	2.93976e-16	79.4322	cd05049	PTKc_Trk	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270902	20	259	3.50845e-16	79.1953	cd14000	STKc_LRRK	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270897	20	281	4.08355e-16	78.5126	cd13995	STKc_MAP3K8	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270929	23	257	4.35933e-16	78.6956	cd14027	STKc_RIP1	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	173686	20	280	4.44534e-16	79.6648	cd05595	STKc_PKB_beta	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270940	19	229	4.45531e-16	79.236	cd14038	STKc_IKK_beta	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270657	18	237	4.61319e-16	78.9296	cd05072	PTKc_Lyn	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270743	20	233	5.34375e-16	79.4583	cd05591	STKc_nPKC_epsilon	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270961	20	230	5.74763e-16	77.92	cd14059	STKc_MAP3K12_13	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271070	10	319	6.1569e-16	78.936	cd14168	STKc_CaMKI_delta	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	165476	61	246	7.44705e-16	80.8933	PHA03210	PHA03210	NC	cl31528
Q#29 - >Shae__MS3_00002992	superfamily	165476	61	246	7.44705e-16	80.8933	cl31528	PHA03210 superfamily	NC	 - 
Q#29 - >Shae__MS3_00002992	non-specific	270653	12	244	8.08625e-16	77.8321	cd05068	PTKc_Frk_like	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	240344	12	251	1.2468e-15	79.9134	PTZ00283	PTZ00283	C	cl36538
Q#29 - >Shae__MS3_00002992	superfamily	240344	12	251	1.2468e-15	79.9134	cl36538	PTZ00283 superfamily	C	 - 
Q#29 - >Shae__MS3_00002992	non-specific	270943	8	255	1.34173e-15	78.1781	cd14041	STKc_TLK2	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270748	13	280	1.74044e-15	78.1579	cd05597	STKc_DMPK_like	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271124	20	227	2.10463e-15	76.9064	cd14222	STKc_LIMK2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270813	13	319	2.3606e-15	76.6061	cd06646	STKc_MAP4K5	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270812	12	319	2.43286e-15	76.6224	cd06645	STKc_MAP4K3	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270729	20	334	2.62297e-15	76.7968	cd05577	STKc_GRK	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271058	20	227	2.74111e-15	76.0184	cd14156	PKc_LIMK_like_unk	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271092	20	242	3.14326e-15	76.1116	cd14190	STKc_MLCK2	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270893	15	229	3.20284e-15	76.3955	cd13991	STKc_NIK	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270914	47	230	3.2252e-15	75.8591	cd14012	PK_eIF2AK_GCN2_rpt1	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270655	16	256	4.12112e-15	75.8753	cd05070	PTKc_Fyn	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271011	14	319	4.29613e-15	75.6258	cd14109	PK_Unc-89_rpt1	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271105	18	244	5.02591e-15	75.3381	cd14203	PTKc_Src_Fyn_like	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270723	20	280	5.12684e-15	76.6258	cd05571	STKc_PKB	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271015	14	233	5.12777e-15	75.3965	cd14113	STKc_Trio_C	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270766	6	250	5.29235e-15	76.5742	cd05615	STKc_cPKC_alpha	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270963	20	235	5.47447e-15	75.1223	cd14061	STKc_MLK	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270666	11	245	5.55137e-15	75.2949	cd05083	PTKc_Chk	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270990	28	319	5.65847e-15	75.447	cd14088	STKc_CaMK_like	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270856	26	318	6.88255e-15	76.1795	cd08216	PK_STRAD	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270652	16	252	7.19462e-15	74.923	cd05067	PTKc_Lck_Blk	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271107	18	227	7.21151e-15	75.4372	cd14205	PTKc_Jak2_rpt2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	173710	20	280	7.72448e-15	75.7507	cd05620	STKc_nPKC_delta	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270775	18	247	7.94767e-15	76.6241	cd05625	STKc_LATS1	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270967	20	227	8.97179e-15	74.4498	cd14065	PKc_LIMK_like	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271012	12	240	1.00041e-14	74.5693	cd14110	STKc_obscurin_rpt2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270739	20	250	1.02985e-14	75.5064	cd05587	STKc_cPKC	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270659	12	264	1.38638e-14	74.5689	cd05074	PTKc_Tyro3	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270764	13	280	1.41677e-14	74.6517	cd05613	STKc_MSK1_N	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270942	8	255	1.55475e-14	74.7079	cd14040	STKc_TLK1	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	133186	13	235	1.60934e-14	74.8292	cd05055	PTKc_PDGFR	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	133230	13	265	1.75219e-14	74.6158	cd05099	PTKc_FGFR4	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	173502	11	251	1.80084e-14	77.0848	PTZ00266	PTZ00266	C	cl31758
Q#29 - >Shae__MS3_00002992	superfamily	173502	11	251	1.80084e-14	77.0848	cl31758	PTZ00266 superfamily	C	 - 
Q#29 - >Shae__MS3_00002992	non-specific	270870	20	158	1.99519e-14	70.5489	cd13968	PKc_like	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270745	11	280	2.15109e-14	75.1174	cd05593	STKc_PKB_gamma	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270679	15	235	2.26662e-14	74.2811	cd05101	PTKc_FGFR2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270773	12	251	2.29778e-14	75.4369	cd05623	STKc_MRCK_alpha	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270741	20	235	2.90184e-14	74.2592	cd05589	STKc_PKN	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270774	13	251	3.48205e-14	75.0453	cd05624	STKc_MRCK_beta	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270668	20	244	3.80965e-14	72.7311	cd05085	PTKc_Fer	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270778	13	280	4.45536e-14	74.5003	cd05629	STKc_NDR_like_fungal	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	133228	52	227	4.66232e-14	73.0863	cd05097	PTKc_DDR_like	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270890	20	220	5.67629e-14	73.2943	cd13988	STKc_TBK1	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270678	20	264	6.10999e-14	73.1224	cd05098	PTKc_FGFR1	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270686	17	227	7.05558e-14	72.2862	cd05115	PTKc_Zap-70	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271123	20	227	7.837e-14	71.9107	cd14221	STKc_LIMK1	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271093	14	319	8.06496e-14	71.9591	cd14191	STKc_MLCK1	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271095	14	275	8.12886e-14	71.8685	cd14193	STKc_MLCK4	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	173652	15	235	1.00809e-13	72.746	cd05100	PTKc_FGFR3	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270642	20	226	1.01242e-13	72.0228	cd05048	PTKc_Ror	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270777	20	233	1.0165e-13	73.1496	cd05628	STKc_NDR1	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270671	12	258	1.20546e-13	71.9539	cd05089	PTKc_Tie1	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	165478	9	325	1.39576e-13	73.1053	PHA03212	PHA03212	N	cl31529
Q#29 - >Shae__MS3_00002992	superfamily	165478	9	325	1.39576e-13	73.1053	cl31529	PHA03212 superfamily	N	 - 
Q#29 - >Shae__MS3_00002992	non-specific	270664	18	227	1.50542e-13	71.4693	cd05080	PTKc_Tyk2_rpt2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270924	28	244	1.52367e-13	70.8362	cd14022	PK_TRB2	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	177557	58	316	1.62576e-13	72.2161	PHA03209	PHA03209	N	cl31822
Q#29 - >Shae__MS3_00002992	superfamily	177557	58	316	1.62576e-13	72.2161	cl31822	PHA03209 superfamily	N	 - 
Q#29 - >Shae__MS3_00002992	non-specific	173653	120	235	1.90286e-13	72.7497	cd05105	PTKc_PDGFR_alpha	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270746	9	233	1.9909e-13	71.9841	cd05594	STKc_PKB_alpha	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270964	20	297	2.05503e-13	70.5001	cd14062	STKc_Raf	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270647	16	235	2.37216e-13	70.9819	cd05054	PTKc_VEGFR	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270677	12	227	2.39597e-13	71.177	cd05095	PTKc_DDR2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270644	59	227	2.46697e-13	71.2142	cd05051	PTKc_DDR	NC	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271003	14	277	2.93984e-13	70.2633	cd14101	STKc_PIM2	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	274846	36	284	3.0528e-13	73.3403	TIGR03903	TOMM_kin_cyc	C	cl37341
Q#29 - >Shae__MS3_00002992	superfamily	274846	36	284	3.0528e-13	73.3403	cl37341	TOMM_kin_cyc superfamily	C	 - 
Q#29 - >Shae__MS3_00002992	non-specific	271010	14	277	3.07971e-13	69.931	cd14108	STKc_SPEG_rpt1	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270641	20	258	3.6465e-13	70.0695	cd05047	PTKc_Tie	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270654	16	264	3.68873e-13	70.4856	cd05069	PTKc_Yes	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270933	20	318	3.93422e-13	70.1347	cd14031	STKc_WNK3	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270665	20	227	4.11146e-13	70.3074	cd05081	PTKc_Jak3_rpt2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270900	20	226	4.26179e-13	70.1601	cd13998	STKc_TGFbR-like	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271048	20	235	4.32549e-13	70.0664	cd14146	STKc_MLK4	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270776	11	233	4.40351e-13	71.2423	cd05627	STKc_NDR2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271053	15	251	5.09974e-13	69.7047	cd14151	STKc_B-Raf	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270667	19	244	6.27975e-13	69.1892	cd05084	PTKc_Fes	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271002	14	319	7.03854e-13	68.8429	cd14100	STKc_PIM1	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270962	21	254	7.36896e-13	68.8306	cd14060	STKc_MLTK	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270957	19	227	8.52412e-13	69.3279	cd14055	STKc_TGFbR2_like	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270761	11	229	1.01869e-12	69.908	cd05610	STKc_MASTL	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271050	20	230	1.09944e-12	68.4747	cd14148	STKc_MLK2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271134	20	230	1.20607e-12	68.6762	cd14664	STK_BAK1_like	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270656	16	244	1.25611e-12	68.5603	cd05071	PTKc_Src	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	173616	12	289	3.03193e-12	68.4682	PTZ00426	PTZ00426	 - 	cl31769
Q#29 - >Shae__MS3_00002992	superfamily	173616	12	289	3.03193e-12	68.4682	cl31769	PTZ00426 superfamily	 - 	 - 
Q#29 - >Shae__MS3_00002992	non-specific	270631	15	235	3.22813e-12	67.1744	cd05035	PTKc_TAM	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270878	67	233	3.40835e-12	66.6829	cd13976	PK_TRB	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270674	16	252	3.70105e-12	67.2984	cd05092	PTKc_TrkA	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270756	116	280	4.17336e-12	67.3804	cd05605	STKc_GRK4_like	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270648	10	227	6.38412e-12	66.6694	cd05057	PTKc_EGFR_like	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270966	20	233	6.91306e-12	66.0135	cd14064	PKc_TNNI3K	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270941	20	229	7.36223e-12	66.4794	cd14039	STKc_IKK_alpha	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270956	20	238	8.08743e-12	66.616	cd14054	STKc_BMPR2_AMHR2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271120	14	319	8.8748e-12	66.9663	cd14218	STKc_SRPK3	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270913	71	233	9.04029e-12	66.1917	cd14011	PK_SCY1_like	NC	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	223069	11	230	1.55605e-11	65.2626	PHA03390	pk1	C	cl33733
Q#29 - >Shae__MS3_00002992	superfamily	223069	11	230	1.55605e-11	65.2626	cl33733	pk1 superfamily	C	 - 
Q#29 - >Shae__MS3_00002992	non-specific	271052	18	251	1.74732e-11	65.0381	cd14150	STKc_A-Raf	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271125	13	279	2.12894e-11	65.4542	cd14223	STKc_GRK2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271049	11	235	2.25782e-11	64.6653	cd14147	STKc_MLK3	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270955	19	227	2.57835e-11	65.0416	cd14053	STKc_ACVR2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270758	12	233	2.9093e-11	64.5404	cd05607	STKc_GRK7	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271109	120	235	3.23881e-11	65.0239	cd14207	PTKc_VEGFR1	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	133238	120	234	4.92932e-11	65.0319	cd05107	PTKc_PDGFR_beta	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271061	20	230	4.94634e-11	64.0763	cd14159	STKc_IRAK1	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270675	13	252	5.18553e-11	63.9059	cd05093	PTKc_TrkB	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	140307	20	319	7.43168e-11	64.9865	PTZ00284	PTZ00284	N	cl31421
Q#29 - >Shae__MS3_00002992	superfamily	140307	20	319	7.43168e-11	64.9865	cl31421	PTZ00284 superfamily	N	 - 
Q#29 - >Shae__MS3_00002992	non-specific	165473	60	250	7.99867e-11	64.4799	PHA03207	PHA03207	NC	cl31527
Q#29 - >Shae__MS3_00002992	superfamily	165473	60	250	7.99867e-11	64.4799	cl31527	PHA03207 superfamily	NC	 - 
Q#29 - >Shae__MS3_00002992	non-specific	270922	60	314	8.2523e-11	63.4153	cd14020	STKc_KIS	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270640	20	239	8.6368e-11	62.8195	cd05044	PTKc_c-ros	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270781	9	243	1.00508e-10	63.542	cd05633	STKc_GRK3	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270894	21	254	1.03891e-10	62.7927	cd13992	PK_GC	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270935	14	318	1.04157e-10	62.7132	cd14033	STKc_WNK4	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270660	15	235	1.09191e-10	62.7176	cd05075	PTKc_Axl	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271013	12	233	1.14596e-10	62.5328	cd14111	STKc_SPEG_rpt2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270927	91	257	1.17082e-10	62.5116	cd14025	STKc_RIP4_like	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	442859	56	159	1.17556e-10	60.3581	COG3642	Bud32	C	cl43919
Q#29 - >Shae__MS3_00002992	superfamily	442859	56	159	1.17556e-10	60.3581	cl43919	Bud32 superfamily	C	 - 
Q#29 - >Shae__MS3_00002992	non-specific	133178	20	237	1.22434e-10	62.4818	cd05046	PTK_CCK4	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	173631	13	252	1.23791e-10	62.6729	cd05045	PTKc_RET	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	223009	121	246	1.25603e-10	64.1437	PHA03211	PHA03211	N	cl33717
Q#29 - >Shae__MS3_00002992	superfamily	223009	121	246	1.25603e-10	64.1437	cl33717	PHA03211 superfamily	N	 - 
Q#29 - >Shae__MS3_00002992	non-specific	270780	18	280	1.56181e-10	62.6817	cd05632	STKc_GRK5	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270681	120	235	1.72448e-10	63.0759	cd05103	PTKc_VEGFR2	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271014	12	319	1.72859e-10	61.7785	cd14112	STKc_Unc-89_rpt2	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271004	61	319	1.87019e-10	61.8947	cd14102	STKc_PIM3	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270970	20	231	2.05032e-10	61.5063	cd14068	STKc_LRRK2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270926	71	233	2.10333e-10	61.4332	cd14024	PK_TRB3	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271051	19	251	2.13191e-10	61.9709	cd14149	STKc_C-Raf	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270680	120	241	2.56311e-10	62.3042	cd05102	PTKc_VEGFR3	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270759	116	335	2.79567e-10	61.8212	cd05608	STKc_GRK1	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271006	14	319	3.20192e-10	61.4149	cd14104	STKc_Titin	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270757	116	280	3.67135e-10	61.2996	cd05606	STKc_beta_ARK	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270779	18	233	3.78613e-10	61.1924	cd05630	STKc_GRK6	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270676	12	254	4.46389e-10	61.1798	cd05094	PTKc_TrkC	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271094	20	242	4.57272e-10	60.7462	cd14192	STKc_MLCK3	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270953	19	144	4.75421e-10	60.8803	cd14051	PTKc_Wee1	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	133192	15	226	6.80528e-10	60.7529	cd05061	PTKc_InsR	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	133227	34	228	6.84472e-10	60.7185	cd05096	PTKc_DDR1	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270934	20	252	7.07175e-10	60.0906	cd14032	STKc_WNK2_like	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270877	16	234	8.14203e-10	59.8116	cd13975	PKc_Dusty	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270919	13	165	1.02227e-09	59.5789	cd14017	STKc_TTBK	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270928	18	254	1.57458e-09	59.5463	cd14026	STKc_RIP2	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270649	18	227	1.87003e-09	59.0246	cd05058	PTKc_Met_Ron	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271040	19	147	2.05125e-09	58.8809	cd14138	PTKc_Wee1a	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	133237	120	260	2.61079e-09	59.4732	cd05106	PTKc_CSF-1R	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	133193	15	252	3.15972e-09	58.506	cd05062	PTKc_IGF-1R	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270932	20	320	3.59725e-09	58.5232	cd14030	STKc_WNK1	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270673	17	245	4.30699e-09	58.1061	cd05091	PTKc_Ror2	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271031	14	251	4.71264e-09	57.7558	cd14129	STKc_TTBK2	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271119	14	319	5.33368e-09	58.5038	cd14217	STKc_SRPK2	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270639	121	230	5.55682e-09	57.8463	cd05043	PTK_Ryk	NC	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271057	20	227	7.00849e-09	57.1002	cd14155	PKc_TESK	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270682	120	235	1.00109e-08	57.6065	cd05104	PTKc_Kit	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271122	18	310	1.43056e-08	56.5877	cd14220	STKc_BMPR1a	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271017	20	233	1.49016e-08	56.122	cd14115	STKc_Kalirin_C	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270672	20	227	1.75812e-08	56.1733	cd05090	PTKc_Ror1	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271041	19	220	1.85826e-08	56.0893	cd14139	PTKc_Wee1b	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	133219	20	245	2.23393e-08	56.1592	cd05088	PTKc_Tie2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271046	18	226	2.76458e-08	55.5605	cd14144	STKc_BMPR1	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	133195	12	227	5.58616e-08	54.5444	cd05064	PTKc_EphR_A10	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270632	12	250	1.03233e-07	53.9311	cd05036	PTKc_ALK_LTK	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270876	117	318	1.32117e-07	53.5636	cd13974	STKc_SHIK	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270864	118	331	1.33063e-07	53.72	cd08226	PK_STRAD_beta	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271121	10	226	1.99366e-07	53.1296	cd14219	STKc_BMPR1b	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271106	9	235	2.21854e-07	53.0147	cd14204	PTKc_Mer	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270965	16	229	2.24946e-07	52.7366	cd14063	PK_KSR	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	173655	10	251	2.96884e-07	52.7612	cd05110	PTKc_HER4	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270683	18	258	3.2063e-07	52.7173	cd05108	PTKc_EGFR	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271059	52	298	3.39934e-07	52.1465	cd14157	STKc_IRAK2	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270925	67	233	4.08574e-07	51.587	cd14023	PK_TRB1	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270728	72	280	4.23975e-07	51.778	cd05576	STKc_RPK118_like	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271032	14	166	6.45227e-07	51.1807	cd14130	STKc_TTBK1	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271045	19	226	7.92717e-07	51.2889	cd14143	STKc_TGFbR1_ACVR1b_ACVR1c	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270958	19	227	9.61057e-07	50.7336	cd14056	STKc_TGFbR_I	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271042	22	227	1.04205e-06	50.7994	cd14140	STKc_ACVR2b	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270638	121	279	1.06265e-06	50.6641	cd05042	PTKc_Aatyk	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270883	14	146	1.08878e-06	50.8178	cd13981	STKc_Bub1_BubR1	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270684	10	227	1.19339e-06	50.408	cd05109	PTKc_HER2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270969	47	258	1.21899e-06	50.3483	cd14067	STKc_LRRK1	 - 	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270669	64	227	1.3184e-06	50.25	cd05086	PTKc_Aatyk2	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	270915	116	319	1.47818e-06	50.5138	cd14013	STKc_SNT7_plant	N	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	173656	20	227	1.51285e-06	50.3391	cd05111	PTK_HER3	C	cl21453
Q#29 - >Shae__MS3_00002992	non-specific	271062	35	229	2.25521e-06	49.883	cd14160	PK_IRAK3	C	cl21453
