#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-121BC2D0B85A57AD-230B9E948119D13C
#datatype	hitsFull Results
#status	0
#Start time	2026-09-19T20:31:15	Run time	0:00:00:22
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#11 - >Shae__MS3_00005143	non-specific	270781	5438	5682	1.1453e-13	76.2535	cd05633	STKc_GRK3	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409406	5213	5288	1.17415e-13	69.541	cd05748	Ig_Titin_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	superfamily	472250	5213	5288	1.17415e-13	69.541	cl11960	Ig superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	442628	1617	1945	1.17784e-13	78.1204	COG3401	FN3	C	cl27307
Q#11 - >Shae__MS3_00005143	non-specific	270840	5438	5710	1.43942e-13	75.9136	cd07850	STKc_JNK	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270650	5442	5651	1.44926e-13	74.3081	cd05060	PTKc_Syk_like	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	394996	5001	5086	1.52581e-13	69.366	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	143364	5438	5694	1.55798e-13	75.588	cd07859	STKc_TDY_MAPK	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	173729	5440	5696	1.62005e-13	74.7682	cd06617	PKc_MKK3_6	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270967	5444	5624	1.67368e-13	74.0646	cd14065	PKc_LIMK_like	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	394996	4111	4195	1.83627e-13	68.9808	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270876	5469	5690	2.168e-13	74.3644	cd13974	STKc_SHIK	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270791	5440	5693	2.16829e-13	74.7179	cd06618	PKc_MKK7	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	132950	5442	5693	2.31805e-13	74.1444	cd06619	PKc_MKK5	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270666	5442	5650	2.55505e-13	73.7541	cd05083	PTKc_Chk	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	173657	5440	5650	2.58188e-13	73.7608	cd05113	PTKc_Btk_Bmx	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	173750	5437	5695	2.59334e-13	75.1331	cd07857	STKc_MPK1	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	214495	4404	4487	2.60666e-13	68.41	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270954	5438	5624	2.65248e-13	73.9952	cd14052	PTKc_Wee1_fungi	C	cl21453
Q#11 - >Shae__MS3_00005143	specific	214495	5292	5371	2.9879e-13	68.41	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270970	5444	5631	3.40194e-13	73.0622	cd14068	STKc_LRRK2	C	cl21453
Q#11 - >Shae__MS3_00005143	specific	394996	1749	1833	3.46036e-13	68.2104	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	394996	3586	3673	3.8147e-13	68.2104	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	409353	5902	5969	4.1237e-13	67.3543	cd00096	Ig	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	271116	5431	5693	4.86788e-13	74.2754	cd14214	PKc_CLK3	 - 	cl21453
Q#11 - >Shae__MS3_00005143	specific	394996	2770	2854	5.74495e-13	67.44	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	409564	6204	6292	5.83711e-13	67.9931	cd20972	IgI_2_Titin_Z1z2-like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	394996	4607	4694	5.85807e-13	67.44	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	394996	2466	2550	6.09103e-13	67.44	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	271004	5438	5693	6.16963e-13	72.2951	cd14102	STKc_PIM3	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	238020	1848	1937	6.24896e-13	67.9067	cd00063	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270659	5444	5637	6.67045e-13	73.0281	cd05074	PTKc_Tyro3	C	cl21453
Q#11 - >Shae__MS3_00005143	specific	238020	2869	2958	6.75545e-13	67.5215	cd00063	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	superfamily	473895	2869	2958	6.75545e-13	67.5215	cl21522	FN3 superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	143359	5444	5693	6.96762e-13	73.6598	cd07854	STKc_MAPK4_6	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	394996	2671	2753	8.00291e-13	67.0548	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	214495	3586	3670	8.7337e-13	66.8692	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270902	5444	5691	9.44891e-13	72.2617	cd14000	STKc_LRRK	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270961	5444	5635	9.56838e-13	71.3716	cd14059	STKc_MAP3K12_13	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270634	5441	5651	1.01327e-12	72.4137	cd05038	PTKc_Jak_rpt2	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	464046	5762	5838	1.11336e-12	66.435	pfam13927	Ig_3	 - 	cl48240
Q#11 - >Shae__MS3_00005143	superfamily	464046	5762	5838	1.11336e-12	66.435	cl48240	Ig_3 superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	214495	1451	1534	1.20493e-12	66.484	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	specific	394996	1353	1435	1.26551e-12	66.6696	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270943	5436	5693	1.39498e-12	72.4001	cd14041	STKc_TLK2	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	143383	5438	5707	1.41811e-12	72.7743	cd07878	STKc_p38beta	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	271114	5438	5693	1.79221e-12	72.2827	cd14212	PKc_YAK1	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	464046	6205	6278	2.05864e-12	65.6646	pfam13927	Ig_3	 - 	cl48240
Q#11 - >Shae__MS3_00005143	superfamily	464046	6205	6278	2.05864e-12	65.6646	cl48240	Ig_3 superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	270951	5438	5688	2.42813e-12	71.3848	cd14049	STKc_EIF2AK1_HRI	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	214495	3190	3272	2.50397e-12	65.7136	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	409544	6206	6292	2.57932e-12	65.9809	cd20952	IgI_5_Robo	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	394996	3190	3275	3.19573e-12	65.514	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	143381	5433	5726	3.22089e-12	71.9831	cd07876	STKc_JNK2	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270655	5432	5650	3.85005e-12	70.4825	cd05070	PTKc_Fyn	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270803	5441	5717	3.91815e-12	71.2216	cd06633	STKc_TAO3	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270635	5442	5635	4.16184e-12	70.0721	cd05039	PTKc_Csk_like	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270672	5441	5652	4.21771e-12	70.4257	cd05090	PTKc_Ror1	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270968	5444	5635	4.44048e-12	70.3794	cd14066	STKc_IRAK	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409406	4319	4400	4.50508e-12	64.9186	cd05748	Ig_Titin_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	superfamily	472250	4319	4400	4.50508e-12	64.9186	cl11960	Ig superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	468045	5489	5640	5.0083e-12	72.5203	NF033483	PknB_PASTA_kin	C	cl41276
Q#11 - >Shae__MS3_00005143	superfamily	468045	5489	5640	5.0083e-12	72.5203	cl41276	PknB_PASTA_kin superfamily	C	 - 
Q#11 - >Shae__MS3_00005143	non-specific	271056	5444	5591	5.2684e-12	70.2292	cd14154	STKc_LIMK	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	271060	5444	5635	5.54594e-12	70.2206	cd14158	STKc_IRAK4	C	cl21453
Q#11 - >Shae__MS3_00005143	specific	238020	3890	3977	5.59543e-12	65.2103	cd00063	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	superfamily	473895	3890	3977	5.59543e-12	65.2103	cl21522	FN3 superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	214495	2169	2251	5.73712e-12	64.558	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	214495	1848	1927	5.85015e-12	64.558	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270942	5434	5693	7.7445e-12	70.0855	cd14040	STKc_TLK1	 - 	cl21453
Q#11 - >Shae__MS3_00005143	specific	214495	1158	1238	8.23081e-12	64.1728	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270799	5442	5693	9.13168e-12	69.3326	cd06629	STKc_Bck1_like	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270775	5441	5682	9.38417e-12	70.8461	cd05625	STKc_LATS1	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	214495	4607	4691	9.71549e-12	64.1728	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	173625	5440	5650	1.05466e-11	69.2941	cd05032	PTKc_InsR_like	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270664	5437	5653	1.05572e-11	69.5433	cd05080	PTKc_Tyk2_rpt2	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	173644	5441	5653	1.07756e-11	69.1875	cd05079	PTKc_Jak1_rpt2	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270870	5444	5580	1.13674e-11	65.5413	cd13968	PKc_like	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	271051	5440	5655	1.13764e-11	69.2897	cd14149	STKc_C-Raf	 - 	cl21453
Q#11 - >Shae__MS3_00005143	specific	214495	2869	2948	1.15805e-11	63.7876	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	271041	5441	5691	1.27754e-11	68.8009	cd14139	PTKc_Wee1b	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409565	5891	5975	1.31876e-11	63.7477	cd20973	IgI_telokin-like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	270913	5482	5695	1.56894e-11	68.8881	cd14011	PK_SCY1_like	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409570	6205	6292	1.92871e-11	63.1798	cd20978	IgI_4_hemolin-like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	271058	5444	5630	2.13581e-11	67.9292	cd14156	PKc_LIMK_like_unk	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270654	5481	5683	2.17411e-11	68.5596	cd05069	PTKc_Yes	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	394996	3383	3469	2.22569e-11	63.2029	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	394996	2366	2449	2.22569e-11	63.2029	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270645	5444	5690	2.29022e-11	67.8313	cd05052	PTKc_Abl	 - 	cl21453
Q#11 - >Shae__MS3_00005143	specific	214495	1059	1140	2.73266e-11	62.632	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	409570	5897	5975	2.73982e-11	62.7946	cd20978	IgI_4_hemolin-like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	143384	5438	5707	2.92441e-11	68.7754	cd07879	STKc_p38delta	 - 	cl21453
Q#11 - >Shae__MS3_00005143	specific	394996	2071	2155	3.07088e-11	62.8177	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	394996	1452	1537	3.19307e-11	62.8177	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	214495	2567	2651	3.42016e-11	62.632	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	271034	5474	5691	3.53175e-11	67.9521	cd14132	STKc_CK2_alpha	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409564	4711	4798	4.01028e-11	62.6003	cd20972	IgI_2_Titin_Z1z2-like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	409565	4717	4802	5.1148e-11	62.2069	cd20973	IgI_telokin-like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	270656	5443	5650	5.17767e-11	67.0195	cd05071	PTKc_Src	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270919	5438	5585	5.19152e-11	66.8977	cd14017	STKc_TTBK	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270960	5444	5635	5.47997e-11	66.6916	cd14058	STKc_TAK1	C	cl21453
Q#11 - >Shae__MS3_00005143	specific	394996	1159	1241	5.67768e-11	62.0473	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	specific	214653	4718	4802	5.70977e-11	61.7524	smart00410	IG_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	271128	5428	5698	6.89711e-11	67.7293	cd14226	PKc_DYRK1	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270641	5444	5650	7.17184e-11	66.6027	cd05047	PTKc_Tie	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	400151	1567	1645	7.28696e-11	61.8898	pfam07679	I-set	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	270640	5444	5719	7.77889e-11	66.6714	cd05044	PTKc_c-ros	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	271040	5441	5691	8.3078e-11	66.5849	cd14138	PTKc_Wee1a	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409405	5762	5851	8.34641e-11	61.7429	cd05744	IgI_Myotilin_C_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	444462	5492	5635	1.11264e-10	68.1066	COG5752	K-ycf53	NC	cl47410
Q#11 - >Shae__MS3_00005143	superfamily	444462	5492	5635	1.11264e-10	68.1066	cl47410	K-ycf53 superfamily	NC	 - 
Q#11 - >Shae__MS3_00005143	specific	214495	3890	3967	1.16956e-10	61.0912	smart00060	FN3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	409567	5885	5975	1.23823e-10	61.3318	cd20975	IgI_APEG-1_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	270962	5445	5637	1.41914e-10	65.3638	cd14060	STKc_MLTK	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	173333	5438	5695	1.50538e-10	67.3679	PTZ00036	PTZ00036	 - 	cl31747
Q#11 - >Shae__MS3_00005143	superfamily	173333	5438	5695	1.50538e-10	67.3679	cl31747	PTZ00036 superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	394996	2169	2254	1.50621e-10	60.8917	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270648	5444	5637	1.53661e-10	65.899	cd05057	PTKc_EGFR_like	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	394996	2567	2654	1.56616e-10	60.5065	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	409570	5762	5851	1.6165e-10	60.8686	cd20978	IgI_4_hemolin-like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	409475	1571	1645	1.68554e-10	60.6239	cd05894	Ig_C5_MyBP-C	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	143379	5433	5720	1.76264e-10	66.6505	cd07874	STKc_JNK3	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	394996	1849	1930	2.01842e-10	60.5065	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270665	5444	5626	2.37569e-10	65.2998	cd05081	PTKc_Jak3_rpt2	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409568	6204	6292	2.88556e-10	59.9565	cd20976	IgI_4_MYLK-like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	270671	5444	5650	2.89158e-10	65.4055	cd05089	PTKc_Tie1	C	cl21453
Q#11 - >Shae__MS3_00005143	specific	214653	226	307	3.5058e-10	59.8264	smart00410	IG_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	superfamily	472250	226	307	3.5058e-10	59.8264	cl11960	Ig superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	specific	214653	5110	5192	4.26138e-10	59.4412	smart00410	IG_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	140293	5467	5693	5.00082e-10	65.8085	PTZ00267	PTZ00267	NC	cl31419
Q#11 - >Shae__MS3_00005143	superfamily	140293	5467	5693	5.00082e-10	65.8085	cl31419	PTZ00267 superfamily	NC	 - 
Q#11 - >Shae__MS3_00005143	specific	394996	3890	3970	5.05104e-10	59.3509	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	394996	3690	3773	5.35563e-10	58.9657	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270938	5447	5688	5.49645e-10	64.0678	cd14036	STKc_GAK	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409474	5885	5975	6.27891e-10	59.3402	cd05893	IgI_1_Palladin_C	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	271130	5433	5651	6.41998e-10	64.7253	cd14228	STKc_HIPK1	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409543	4711	4802	6.52129e-10	59.3566	cd20951	IgI_titin_I1-like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	270852	5441	5693	7.51122e-10	63.8268	cd07870	STKc_PFTAIRE2	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409353	5779	5844	7.99033e-10	58.1095	cd00096	Ig	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	270964	5444	5650	1.03351e-09	62.7961	cd14062	STKc_Raf	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	143224	5768	5850	1.06782e-09	58.5212	cd05747	IgI_Titin_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	270846	5438	5692	1.24549e-09	63.128	cd07862	STKc_CDK6	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	271123	5444	5624	1.3363e-09	62.6659	cd14221	STKc_LIMK1	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409390	5765	5851	1.36295e-09	57.7903	cd05725	IgI_3_Robo	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	271129	5433	5651	1.39208e-09	63.9555	cd14227	STKc_HIPK2	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	271131	5438	5651	1.65483e-09	63.5093	cd14229	STKc_HIPK3	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270805	5441	5690	1.78272e-09	63.1457	cd06635	STKc_TAO1	 - 	cl21453
Q#11 - >Shae__MS3_00005143	specific	394996	2870	2951	1.9048e-09	57.4249	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	409475	1266	1344	1.99034e-09	57.5423	cd05894	Ig_C5_MyBP-C	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	409544	4720	4802	2.3125e-09	57.5065	cd20952	IgI_5_Robo	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	409559	800	857	2.51339e-09	57.2521	cd20967	IgI_C2_MyBP-C-like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	superfamily	472250	800	857	2.51339e-09	57.2521	cl11960	Ig superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	specific	214653	1264	1344	2.72226e-09	57.1301	smart00410	IG_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	464026	5898	5965	2.74349e-09	57.0197	pfam13895	Ig_2	 - 	cl48236
Q#11 - >Shae__MS3_00005143	superfamily	464026	5898	5965	2.74349e-09	57.0197	cl48236	Ig_2 superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	395002	5895	5970	2.81773e-09	57.2047	pfam00047	ig	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	409390	6211	6292	2.83467e-09	57.0199	cd05725	IgI_3_Robo	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	409353	6222	6289	2.90407e-09	56.5687	cd00096	Ig	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	409353	4730	4797	2.9326e-09	56.5687	cd00096	Ig	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	464046	4711	4789	3.14755e-09	56.805	pfam13927	Ig_3	 - 	cl48240
Q#11 - >Shae__MS3_00005143	superfamily	464046	4711	4789	3.14755e-09	56.805	cl48240	Ig_3 superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	409544	5899	5966	3.22245e-09	57.1213	cd20952	IgI_5_Robo	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	409562	5898	5975	3.45947e-09	57.1328	cd20970	IgI_1_MuSK	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	443767	3414	3668	3.82462e-09	63.8109	COG4733	COG4733	NC	cl34810
Q#11 - >Shae__MS3_00005143	superfamily	443767	3414	3668	3.82462e-09	63.8109	cl34810	COG4733 superfamily	NC	 - 
Q#11 - >Shae__MS3_00005143	non-specific	442628	4860	5141	3.8527e-09	63.4828	COG3401	FN3	N	cl27307
Q#11 - >Shae__MS3_00005143	non-specific	143380	5433	5720	4.44441e-09	62.3691	cd07875	STKc_JNK1	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	442628	5292	5376	4.64769e-09	63.0976	COG3401	FN3	NC	cl27307
Q#11 - >Shae__MS3_00005143	superfamily	442628	5292	5376	4.64769e-09	63.0976	cl27307	FN3 superfamily	NC	 - 
Q#11 - >Shae__MS3_00005143	non-specific	271038	5428	5580	4.7273e-09	61.8235	cd14136	STKc_SRPK	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270632	5444	5650	4.99058e-09	61.2498	cd05036	PTKc_ALK_LTK	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409570	215	299	5.16083e-09	56.6314	cd20978	IgI_4_hemolin-like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	specific	214653	698	769	5.44441e-09	56.3597	smart00410	IG_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	superfamily	472250	698	769	5.44441e-09	56.3597	cl11960	Ig superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	400151	783	857	5.81218e-09	56.497	pfam07679	I-set	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	270848	5438	5692	5.91192e-09	61.2309	cd07865	STKc_CDK9	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	394996	4405	4489	6.3909e-09	56.2693	pfam00041	fn3	 - 	cl21522
Q#11 - >Shae__MS3_00005143	non-specific	270677	5442	5648	6.56554e-09	61.1618	cd05095	PTKc_DDR2	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409405	6205	6292	6.78531e-09	56.3501	cd05744	IgI_Myotilin_C_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	270879	5438	5642	6.93333e-09	61.4181	cd13977	STKc_PDIK1L	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	271057	5444	5624	8.193e-09	60.1818	cd14155	PKc_TESK	C	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270673	5441	5651	8.52982e-09	60.4173	cd05091	PTKc_Ror2	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	270804	5441	5693	8.67026e-09	60.8067	cd06634	STKc_TAO2	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	214653	2276	2360	1.04724e-08	55.5893	smart00410	IG_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	443767	2714	2946	1.07953e-08	62.2701	COG4733	COG4733	NC	cl34810
Q#11 - >Shae__MS3_00005143	superfamily	443767	2714	2946	1.07953e-08	62.2701	cl34810	COG4733 superfamily	NC	 - 
Q#11 - >Shae__MS3_00005143	non-specific	409548	6204	6285	1.12404e-08	55.6439	cd20956	IgI_4_Dscam	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	400151	600	672	1.17329e-08	55.3414	pfam07679	I-set	 - 	cl11960
Q#11 - >Shae__MS3_00005143	superfamily	472250	600	672	1.17329e-08	55.3414	cl11960	Ig superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	270684	5441	5651	1.18212e-08	60.038	cd05109	PTKc_HER2	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	400151	4005	4106	1.20814e-08	55.3414	pfam07679	I-set	 - 	cl11960
Q#11 - >Shae__MS3_00005143	superfamily	472250	4005	4106	1.20814e-08	55.3414	cl11960	Ig superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	400151	1964	2066	1.51209e-08	55.3414	pfam07679	I-set	 - 	cl11960
Q#11 - >Shae__MS3_00005143	superfamily	472250	1964	2066	1.51209e-08	55.3414	cl11960	Ig superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	409406	978	1053	1.59203e-08	54.9034	cd05748	Ig_Titin_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	superfamily	472250	978	1053	1.59203e-08	54.9034	cl11960	Ig superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	464046	12	85	1.59394e-08	54.879	pfam13927	Ig_3	 - 	cl48240
Q#11 - >Shae__MS3_00005143	superfamily	464046	12	85	1.59394e-08	54.879	cl48240	Ig_3 superfamily	 - 	 - 
Q#11 - >Shae__MS3_00005143	non-specific	270935	5438	5690	1.60731e-08	59.2464	cd14033	STKc_WNK4	 - 	cl21453
Q#11 - >Shae__MS3_00005143	non-specific	409406	5895	5975	1.72143e-08	54.9034	cd05748	Ig_Titin_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	409541	6207	6292	1.92281e-08	55.0297	cd20949	IgI_Twitchin_like	 - 	cl11960
Q#11 - >Shae__MS3_00005143	non-specific	443767	2291	2546	1.93204e-08	61.4997	COG4733	COG4733	NC	cl34810
Q#11 - >Shae__MS3_00005143	superfamily	443767	2291	2546	1.93204e-08	61.4997	cl34810	COG4733 superfamily	NC	 - 
Q#11 - >Shae__MS3_00005143	non-specific	173748	5539	5695	2.20544e-08	60.1426	cd07853	STKc_NLK	NC	cl21453
