candidate_id	reference_species	orthologues	relationship	source_group_size	target_group_size	source_file
Sman__Smp_145190	Dmel	Dmel__GeneID_41112	one-to-one	1	1	Orthologues/Dmel.tsv
Sman__Smp_315810	Dmel	Dmel__GeneID_36542	one-to-one	1	1	Orthologues/Dmel.tsv
Sman__Smp_313640	Dmel	Dmel__GeneID_32769	one-to-one	1	1	Orthologues/Dmel.tsv
Sman__Smp_162710	Dmel	Dmel__GeneID_41446	one-to-one	1	1	Orthologues/Dmel.tsv
Sman__Smp_064040	Dmel	Dmel__GeneID_41995	one-to-one	1	1	Orthologues/Dmel.tsv
Shae__MS3_00004525	Hsap	Hsap__GeneID_100287399, Hsap__GeneID_100288966, Hsap__GeneID_100996331, Hsap__GeneID_101927345, Hsap__GeneID_101927375, Hsap__GeneID_102723382, Hsap__GeneID_102723502, Hsap__GeneID_102724631, Hsap__GeneID_105375816, Hsap__GeneID_105375817, Hsap__GeneID_105379417, Hsap__GeneID_112268044, Hsap__GeneID_22852, Hsap__GeneID_23784, Hsap__GeneID_253650, Hsap__GeneID_317754, Hsap__GeneID_340441, Hsap__GeneID_342850, Hsap__GeneID_374860, Hsap__GeneID_375248, Hsap__GeneID_388468, Hsap__GeneID_400986, Hsap__GeneID_404785, Hsap__GeneID_441459, Hsap__GeneID_445582, Hsap__GeneID_554226, Hsap__GeneID_56311, Hsap__GeneID_57730, Hsap__GeneID_58, Hsap__GeneID_59, Hsap__GeneID_60, Hsap__GeneID_641455, Hsap__GeneID_653269, Hsap__GeneID_653781, Hsap__GeneID_70, Hsap__GeneID_71, Hsap__GeneID_72, Hsap__GeneID_728378, Hsap__GeneID_84210, Hsap__GeneID_91074, Hsap__GeneID_9720	one-to-many	1	41	Orthologues/Hsap.tsv
Shae__MS3_00003616	Hsap	Hsap__GeneID_144165, Hsap__GeneID_166336, Hsap__GeneID_2273, Hsap__GeneID_2274, Hsap__GeneID_2275, Hsap__GeneID_26136, Hsap__GeneID_29964, Hsap__GeneID_4007, Hsap__GeneID_9457	many-to-many	2	9	Orthologues/Hsap.tsv
Shae__MS3_00002568	Hsap	Hsap__GeneID_144165, Hsap__GeneID_166336, Hsap__GeneID_2273, Hsap__GeneID_2274, Hsap__GeneID_2275, Hsap__GeneID_26136, Hsap__GeneID_29964, Hsap__GeneID_4007, Hsap__GeneID_9457	many-to-many	2	9	Orthologues/Hsap.tsv
Shae__MS3_00008738	Hsap	Hsap__GeneID_2268, Hsap__GeneID_2534, Hsap__GeneID_3055, Hsap__GeneID_3932, Hsap__GeneID_4067, Hsap__GeneID_640, Hsap__GeneID_6714, Hsap__GeneID_7525	many-to-many	3	8	Orthologues/Hsap.tsv
Shae__MS3_00002771	Hsap	Hsap__GeneID_2268, Hsap__GeneID_2534, Hsap__GeneID_3055, Hsap__GeneID_3932, Hsap__GeneID_4067, Hsap__GeneID_640, Hsap__GeneID_6714, Hsap__GeneID_7525	many-to-many	3	8	Orthologues/Hsap.tsv
Shae__MS3_00009264	Hsap	Hsap__GeneID_2268, Hsap__GeneID_2534, Hsap__GeneID_3055, Hsap__GeneID_3932, Hsap__GeneID_4067, Hsap__GeneID_640, Hsap__GeneID_6714, Hsap__GeneID_7525	many-to-many	3	8	Orthologues/Hsap.tsv
Shae__MS3_00005611	Hsap	Hsap__GeneID_1277, Hsap__GeneID_1278, Hsap__GeneID_1280, Hsap__GeneID_1281, Hsap__GeneID_1290, Hsap__GeneID_255631, Hsap__GeneID_85301	many-to-many	3	7	Orthologues/Hsap.tsv
Shae__MS3_00007363	Hsap	Hsap__GeneID_1277, Hsap__GeneID_1278, Hsap__GeneID_1280, Hsap__GeneID_1281, Hsap__GeneID_1290, Hsap__GeneID_255631, Hsap__GeneID_85301	many-to-many	3	7	Orthologues/Hsap.tsv
Shae__MS3_00007701	Hsap	Hsap__GeneID_1277, Hsap__GeneID_1278, Hsap__GeneID_1280, Hsap__GeneID_1281, Hsap__GeneID_1290, Hsap__GeneID_255631, Hsap__GeneID_85301	many-to-many	3	7	Orthologues/Hsap.tsv
Shae__MS3_00006308	Hsap	Hsap__GeneID_139728, Hsap__GeneID_149069, Hsap__GeneID_51473, Hsap__GeneID_57118, Hsap__GeneID_6101, Hsap__GeneID_728597, Hsap__GeneID_8536	many-to-many	2	7	Orthologues/Hsap.tsv
Shae__MS3_00001861	Hsap	Hsap__GeneID_1282, Hsap__GeneID_1284, Hsap__GeneID_1285, Hsap__GeneID_1286, Hsap__GeneID_1287, Hsap__GeneID_1288	many-to-many	3	6	Orthologues/Hsap.tsv
Shae__MS3_00000941	Hsap	Hsap__GeneID_1282, Hsap__GeneID_1284, Hsap__GeneID_1285, Hsap__GeneID_1286, Hsap__GeneID_1287, Hsap__GeneID_1288	many-to-many	3	6	Orthologues/Hsap.tsv
Shae__MS3_00010191	Hsap	Hsap__GeneID_1282, Hsap__GeneID_1284, Hsap__GeneID_1285, Hsap__GeneID_1286, Hsap__GeneID_1287, Hsap__GeneID_1288	many-to-many	3	6	Orthologues/Hsap.tsv
Shae__MS3_00009872	Hsap	Hsap__GeneID_3674, Hsap__GeneID_3676, Hsap__GeneID_3678, Hsap__GeneID_3680, Hsap__GeneID_3685, Hsap__GeneID_8516	one-to-many	1	6	Orthologues/Hsap.tsv
Shae__MS3_00007339	Hsap	Hsap__GeneID_269, Hsap__GeneID_659, Hsap__GeneID_7048, Hsap__GeneID_92, Hsap__GeneID_93	one-to-many	1	5	Orthologues/Hsap.tsv
Shae__MS3_00003923	Hsap	Hsap__GeneID_5578, Hsap__GeneID_5579, Hsap__GeneID_5580, Hsap__GeneID_5582, Hsap__GeneID_5588	many-to-many	2	5	Orthologues/Hsap.tsv
Shae__MS3_00003400	Hsap	Hsap__GeneID_5578, Hsap__GeneID_5579, Hsap__GeneID_5580, Hsap__GeneID_5582, Hsap__GeneID_5588	many-to-many	2	5	Orthologues/Hsap.tsv
Shae__MS3_00006229	Hsap	Hsap__GeneID_51332, Hsap__GeneID_57731, Hsap__GeneID_6710, Hsap__GeneID_6711, Hsap__GeneID_6712	many-to-many	2	5	Orthologues/Hsap.tsv
Shae__MS3_00008194	Hsap	Hsap__GeneID_51332, Hsap__GeneID_57731, Hsap__GeneID_6710, Hsap__GeneID_6711, Hsap__GeneID_6712	many-to-many	2	5	Orthologues/Hsap.tsv
Shae__MS3_00010396	Hsap	Hsap__GeneID_27330, Hsap__GeneID_6195, Hsap__GeneID_6196, Hsap__GeneID_6197, Hsap__GeneID_8986, Hsap__GeneID_9252	one-to-many	1	6	Orthologues/Hsap.tsv
Shae__MS3_00005588	Hsap	Hsap__GeneID_131890, Hsap__GeneID_2868, Hsap__GeneID_2869, Hsap__GeneID_2870, Hsap__GeneID_6011	one-to-many	1	5	Orthologues/Hsap.tsv
Shae__MS3_00009865	Hsap	Hsap__GeneID_3688, Hsap__GeneID_3689, Hsap__GeneID_3690, Hsap__GeneID_3693, Hsap__GeneID_3694, Hsap__GeneID_3695	one-to-many	1	6	Orthologues/Hsap.tsv
Shae__MS3_00006334	Hsap	Hsap__GeneID_2260, Hsap__GeneID_2261, Hsap__GeneID_2263, Hsap__GeneID_2264	one-to-many	1	4	Orthologues/Hsap.tsv
Shae__MS3_00006934	Hsap	Hsap__GeneID_81, Hsap__GeneID_87, Hsap__GeneID_88, Hsap__GeneID_89	many-to-many	2	4	Orthologues/Hsap.tsv
Shae__MS3_00006657	Hsap	Hsap__GeneID_81, Hsap__GeneID_87, Hsap__GeneID_88, Hsap__GeneID_89	many-to-many	2	4	Orthologues/Hsap.tsv
Shae__MS3_00004398	Hsap	Hsap__GeneID_1072, Hsap__GeneID_1073, Hsap__GeneID_11034, Hsap__GeneID_729454	many-to-many	2	4	Orthologues/Hsap.tsv
Shae__MS3_00005166	Hsap	Hsap__GeneID_1072, Hsap__GeneID_1073, Hsap__GeneID_11034, Hsap__GeneID_729454	many-to-many	2	4	Orthologues/Hsap.tsv
Shae__MS3_00003104	Hsap	Hsap__GeneID_11035, Hsap__GeneID_51776, Hsap__GeneID_6885	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00006333	Hsap	Hsap__GeneID_10611, Hsap__GeneID_11155, Hsap__GeneID_9260	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00003948	Hsap	Hsap__GeneID_1195, Hsap__GeneID_1196, Hsap__GeneID_1198, Hsap__GeneID_57396	many-to-many	2	4	Orthologues/Hsap.tsv
Shae__MS3_00005799	Hsap	Hsap__GeneID_2316, Hsap__GeneID_2317, Hsap__GeneID_2318	many-to-many	2	3	Orthologues/Hsap.tsv
Shae__MS3_00007970	Hsap	Hsap__GeneID_2316, Hsap__GeneID_2317, Hsap__GeneID_2318	many-to-many	2	3	Orthologues/Hsap.tsv
Shae__MS3_00010057	Hsap	Hsap__GeneID_1289, Hsap__GeneID_1301, Hsap__GeneID_1302, Hsap__GeneID_50509	many-to-many	2	4	Orthologues/Hsap.tsv
Shae__MS3_00001716	Hsap	Hsap__GeneID_1289, Hsap__GeneID_1301, Hsap__GeneID_1302, Hsap__GeneID_50509	many-to-many	2	4	Orthologues/Hsap.tsv
Shae__MS3_00006560	Hsap	Hsap__GeneID_1432, Hsap__GeneID_5600, Hsap__GeneID_5603, Hsap__GeneID_6300	one-to-many	1	4	Orthologues/Hsap.tsv
Shae__MS3_00005028	Hsap	Hsap__GeneID_3480, Hsap__GeneID_3643, Hsap__GeneID_3645	many-to-many	2	3	Orthologues/Hsap.tsv
Shae__MS3_00010577	Hsap	Hsap__GeneID_10290, Hsap__GeneID_340156, Hsap__GeneID_85366, Hsap__GeneID_91807	one-to-many	1	4	Orthologues/Hsap.tsv
Shae__MS3_00003633	Hsap	Hsap__GeneID_5566, Hsap__GeneID_5567, Hsap__GeneID_5568	many-to-many	3	3	Orthologues/Hsap.tsv
Shae__MS3_00002636	Hsap	Hsap__GeneID_5566, Hsap__GeneID_5567, Hsap__GeneID_5568	many-to-many	3	3	Orthologues/Hsap.tsv
Shae__MS3_00008682	Hsap	Hsap__GeneID_5566, Hsap__GeneID_5567, Hsap__GeneID_5568	many-to-many	3	3	Orthologues/Hsap.tsv
Shae__MS3_00003383	Hsap	Hsap__GeneID_815, Hsap__GeneID_816, Hsap__GeneID_817, Hsap__GeneID_818	one-to-many	1	4	Orthologues/Hsap.tsv
Shae__MS3_00003129	Hsap	Hsap__GeneID_4026, Hsap__GeneID_54751, Hsap__GeneID_7205, Hsap__GeneID_7791	one-to-many	1	4	Orthologues/Hsap.tsv
Shae__MS3_00004070	Hsap	Hsap__GeneID_4917, Hsap__GeneID_9423	many-to-many	2	2	Orthologues/Hsap.tsv
Shae__MS3_00003962	Hsap	Hsap__GeneID_4917, Hsap__GeneID_9423	many-to-many	2	2	Orthologues/Hsap.tsv
Shae__MS3_00001484	Hsap	Hsap__GeneID_3702, Hsap__GeneID_660, Hsap__GeneID_695, Hsap__GeneID_7006, Hsap__GeneID_7294	one-to-many	1	5	Orthologues/Hsap.tsv
Shae__MS3_00005260	Hsap	Hsap__GeneID_1612, Hsap__GeneID_1613, Hsap__GeneID_23604	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00009762	Hsap	Hsap__GeneID_2241, Hsap__GeneID_2242	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00010367	Hsap	Hsap__GeneID_238, Hsap__GeneID_4058, Hsap__GeneID_6098	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00002812	Hsap	Hsap__GeneID_100533105, Hsap__GeneID_10110, Hsap__GeneID_23678, Hsap__GeneID_6446	one-to-many	1	4	Orthologues/Hsap.tsv
Shae__MS3_00007742	Hsap	Hsap__GeneID_3655, Hsap__GeneID_3675, Hsap__GeneID_3679	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00003235	Hsap	Hsap__GeneID_10979, Hsap__GeneID_55612, Hsap__GeneID_83706	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00004635	Hsap	Hsap__GeneID_6788, Hsap__GeneID_6789, Hsap__GeneID_80122	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00006730	Hsap	Hsap__GeneID_25, Hsap__GeneID_27	many-to-many	2	2	Orthologues/Hsap.tsv
Shae__MS3_00008020	Hsap	Hsap__GeneID_130399, Hsap__GeneID_7046, Hsap__GeneID_91	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00002403	Hsap	Hsap__GeneID_344387, Hsap__GeneID_8814	many-to-many	2	2	Orthologues/Hsap.tsv
Shae__MS3_00005037	Hsap	Hsap__GeneID_10000, Hsap__GeneID_207, Hsap__GeneID_208	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00004152	Hsap	Hsap__GeneID_10494, Hsap__GeneID_51765, Hsap__GeneID_8428	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00001471	Hsap	Hsap__GeneID_1263, Hsap__GeneID_126520, Hsap__GeneID_5347	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00001770	Hsap	Hsap__GeneID_7094, Hsap__GeneID_83660	many-to-many	2	2	Orthologues/Hsap.tsv
Shae__MS3_00000278	Hsap	Hsap__GeneID_7094, Hsap__GeneID_83660	many-to-many	2	2	Orthologues/Hsap.tsv
Shae__MS3_00004019	Hsap	Hsap__GeneID_6790, Hsap__GeneID_6795, Hsap__GeneID_9212	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00008679	Hsap	Hsap__GeneID_1017, Hsap__GeneID_1018, Hsap__GeneID_983	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00007343	Hsap	Hsap__GeneID_1495, Hsap__GeneID_1496, Hsap__GeneID_29119	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00000487	Hsap	Hsap__GeneID_22798, Hsap__GeneID_3912, Hsap__GeneID_3913	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00002201	Hsap	Hsap__GeneID_102724428, Hsap__GeneID_150094, Hsap__GeneID_23235	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00010729	Hsap	Hsap__GeneID_5594, Hsap__GeneID_5595	many-to-many	2	2	Orthologues/Hsap.tsv
Shae__MS3_00008190	Hsap	Hsap__GeneID_5594, Hsap__GeneID_5595	many-to-many	2	2	Orthologues/Hsap.tsv
Shae__MS3_00008614	Hsap	Hsap__GeneID_102800317, Hsap__GeneID_1453, Hsap__GeneID_1454	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00004470	Hsap	Hsap__GeneID_1111	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00005288	Hsap	Hsap__GeneID_3092, Hsap__GeneID_9026	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00004459	Hsap	Hsap__GeneID_10319, Hsap__GeneID_3915, Hsap__GeneID_3918	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00002715	Hsap	Hsap__GeneID_5562, Hsap__GeneID_5563	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00003183	Hsap	Hsap__GeneID_5770, Hsap__GeneID_5771	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00007880	Hsap	Hsap__GeneID_10612, Hsap__GeneID_23321	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00001381	Hsap	Hsap__GeneID_5829, Hsap__GeneID_7041, Hsap__GeneID_9404	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00008284	Hsap	Hsap__GeneID_126374, Hsap__GeneID_84962, Hsap__GeneID_8994	one-to-many	1	3	Orthologues/Hsap.tsv
Shae__MS3_00003535	Hsap	Hsap__GeneID_22858, Hsap__GeneID_4117	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00005371	Hsap	Hsap__GeneID_5798, Hsap__GeneID_5799	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00002824	Hsap	Hsap__GeneID_2185, Hsap__GeneID_5747	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00008957	Hsap	Hsap__GeneID_284217, Hsap__GeneID_3908	many-to-many	3	2	Orthologues/Hsap.tsv
Shae__MS3_00004315	Hsap	Hsap__GeneID_5584, Hsap__GeneID_5590	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00008601	Hsap	Hsap__GeneID_22848, Hsap__GeneID_55589	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00006313	Hsap	Hsap__GeneID_8408, Hsap__GeneID_9706	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00001825	Hsap	Hsap__GeneID_100288695, Hsap__GeneID_3987, Hsap__GeneID_55679, Hsap__GeneID_96626	one-to-many	1	4	Orthologues/Hsap.tsv
Shae__MS3_00007604	Hsap	Hsap__GeneID_7867, Hsap__GeneID_9261	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00007496	Hsap	Hsap__GeneID_1627, Hsap__GeneID_28988	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00002424	Hsap	Hsap__GeneID_27347, Hsap__GeneID_9943	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00005251	Hsap	Hsap__GeneID_11344, Hsap__GeneID_5756	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00006566	Hsap	Hsap__GeneID_2764, Hsap__GeneID_9535	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00007109	Hsap	Hsap__GeneID_6198, Hsap__GeneID_6199	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00006767	Hsap	Hsap__GeneID_11329, Hsap__GeneID_23012	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00004405	Hsap	Hsap__GeneID_5593	many-to-one	2	1	Orthologues/Hsap.tsv
Shae__MS3_00005586	Hsap	Hsap__GeneID_8444, Hsap__GeneID_8445	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00001662	Hsap	Hsap__GeneID_2931, Hsap__GeneID_2932	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00003544	Hsap	Hsap__GeneID_1025	many-to-one	2	1	Orthologues/Hsap.tsv
Shae__MS3_00002534	Hsap	Hsap__GeneID_1025	many-to-one	2	1	Orthologues/Hsap.tsv
Shae__MS3_00009653	Hsap	Hsap__GeneID_1445, Hsap__GeneID_4145	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00008061	Hsap	Hsap__GeneID_57037	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00005382	Hsap	Hsap__GeneID_51755, Hsap__GeneID_8621	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00001786	Hsap	Hsap__GeneID_5260, Hsap__GeneID_5261	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00008174	Hsap	Hsap__GeneID_51412, Hsap__GeneID_86	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00006076	Hsap	Hsap__GeneID_3984, Hsap__GeneID_3985	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00004774	Hsap	Hsap__GeneID_10120, Hsap__GeneID_10121	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00008746	Hsap	Hsap__GeneID_139741, Hsap__GeneID_140625, Hsap__GeneID_84517	many-to-many	2	3	Orthologues/Hsap.tsv
Shae__MS3_00008744	Hsap	Hsap__GeneID_139741, Hsap__GeneID_140625, Hsap__GeneID_84517	many-to-many	2	3	Orthologues/Hsap.tsv
Shae__MS3_00008685	Hsap	Hsap__GeneID_5592	many-to-one	2	1	Orthologues/Hsap.tsv
Shae__MS3_00011163	Hsap	Hsap__GeneID_10096, Hsap__GeneID_57180	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00006556	Hsap	Hsap__GeneID_6259	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00005021	Hsap	Hsap__GeneID_51701	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00004657	Hsap	Hsap__GeneID_5604, Hsap__GeneID_5605	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00004068	Hsap	Hsap__GeneID_2444	many-to-one	2	1	Orthologues/Hsap.tsv
Shae__MS3_00003724	Hsap	Hsap__GeneID_10783, Hsap__GeneID_140609	one-to-many	1	2	Orthologues/Hsap.tsv
Shae__MS3_00008971	Hsap	Hsap__GeneID_6416	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00008673	Hsap	Hsap__GeneID_124923	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00010803	Hsap	Hsap__GeneID_10097	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00007174	Hsap	Hsap__GeneID_11200	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00005632	Hsap	Hsap__GeneID_3611	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00004076	Hsap	Hsap__GeneID_167359	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00007430	Hsap	Hsap__GeneID_55860	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00008566	Hsap	Hsap__GeneID_1020	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00007047	Hsap	Hsap__GeneID_7414	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00007700	Hsap	Hsap__GeneID_64431	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00009134	Hsap	Hsap__GeneID_54851	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00008251	Hsap	Hsap__GeneID_338699	many-to-one	2	1	Orthologues/Hsap.tsv
Shae__MS3_00001622	Hsap	Hsap__GeneID_152110	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00007449	Hsap	Hsap__GeneID_9833	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00007688	Hsap	Hsap__GeneID_25989	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00007411	Hsap	Hsap__GeneID_93973	one-to-one	1	1	Orthologues/Hsap.tsv
Shae__MS3_00011141	Hsap	Hsap__GeneID_26095	one-to-one	1	1	Orthologues/Hsap.tsv
Sjap__EWB00_002502	Hsap	Hsap__GeneID_100287399, Hsap__GeneID_100288966, Hsap__GeneID_100996331, Hsap__GeneID_101927345, Hsap__GeneID_101927375, Hsap__GeneID_102723382, Hsap__GeneID_102723502, Hsap__GeneID_102724631, Hsap__GeneID_105375816, Hsap__GeneID_105375817, Hsap__GeneID_105379417, Hsap__GeneID_112268044, Hsap__GeneID_22852, Hsap__GeneID_23784, Hsap__GeneID_253650, Hsap__GeneID_317754, Hsap__GeneID_340441, Hsap__GeneID_342850, Hsap__GeneID_374860, Hsap__GeneID_375248, Hsap__GeneID_388468, Hsap__GeneID_400986, Hsap__GeneID_404785, Hsap__GeneID_441459, Hsap__GeneID_445582, Hsap__GeneID_554226, Hsap__GeneID_56311, Hsap__GeneID_57730, Hsap__GeneID_58, Hsap__GeneID_59, Hsap__GeneID_60, Hsap__GeneID_641455, Hsap__GeneID_653269, Hsap__GeneID_653781, Hsap__GeneID_70, Hsap__GeneID_71, Hsap__GeneID_72, Hsap__GeneID_728378, Hsap__GeneID_84210, Hsap__GeneID_91074, Hsap__GeneID_9720	one-to-many	1	41	Orthologues/Hsap.tsv
Sjap__EWB00_008162	Hsap	Hsap__GeneID_1969, Hsap__GeneID_2041, Hsap__GeneID_2042, Hsap__GeneID_2043, Hsap__GeneID_2044, Hsap__GeneID_2045, Hsap__GeneID_2046, Hsap__GeneID_2047, Hsap__GeneID_2048, Hsap__GeneID_2049, Hsap__GeneID_2050, Hsap__GeneID_2051, Hsap__GeneID_284656, Hsap__GeneID_285220	many-to-many	2	14	Orthologues/Hsap.tsv
Sjap__EWB00_009388	Hsap	Hsap__GeneID_144165, Hsap__GeneID_166336, Hsap__GeneID_2273, Hsap__GeneID_2274, Hsap__GeneID_2275, Hsap__GeneID_26136, Hsap__GeneID_29964, Hsap__GeneID_4007, Hsap__GeneID_9457	many-to-many	2	9	Orthologues/Hsap.tsv
Sjap__EWB00_003590	Hsap	Hsap__GeneID_144165, Hsap__GeneID_166336, Hsap__GeneID_2273, Hsap__GeneID_2274, Hsap__GeneID_2275, Hsap__GeneID_26136, Hsap__GeneID_29964, Hsap__GeneID_4007, Hsap__GeneID_9457	many-to-many	2	9	Orthologues/Hsap.tsv
Sjap__EWB00_004406	Hsap	Hsap__GeneID_2268, Hsap__GeneID_2534, Hsap__GeneID_3055, Hsap__GeneID_3932, Hsap__GeneID_4067, Hsap__GeneID_640, Hsap__GeneID_6714, Hsap__GeneID_7525	many-to-many	3	8	Orthologues/Hsap.tsv
Sjap__EWB00_007873	Hsap	Hsap__GeneID_2268, Hsap__GeneID_2534, Hsap__GeneID_3055, Hsap__GeneID_3932, Hsap__GeneID_4067, Hsap__GeneID_640, Hsap__GeneID_6714, Hsap__GeneID_7525	many-to-many	3	8	Orthologues/Hsap.tsv
Sjap__EWB00_007520	Hsap	Hsap__GeneID_2268, Hsap__GeneID_2534, Hsap__GeneID_3055, Hsap__GeneID_3932, Hsap__GeneID_4067, Hsap__GeneID_640, Hsap__GeneID_6714, Hsap__GeneID_7525	many-to-many	3	8	Orthologues/Hsap.tsv
Sjap__EWB00_007395	Hsap	Hsap__GeneID_1277, Hsap__GeneID_1278, Hsap__GeneID_1280, Hsap__GeneID_1281, Hsap__GeneID_1290, Hsap__GeneID_255631, Hsap__GeneID_85301	many-to-many	3	7	Orthologues/Hsap.tsv
Sjap__EWB00_008239	Hsap	Hsap__GeneID_1277, Hsap__GeneID_1278, Hsap__GeneID_1280, Hsap__GeneID_1281, Hsap__GeneID_1290, Hsap__GeneID_255631, Hsap__GeneID_85301	many-to-many	3	7	Orthologues/Hsap.tsv
Sjap__EWB00_010448	Hsap	Hsap__GeneID_1277, Hsap__GeneID_1278, Hsap__GeneID_1280, Hsap__GeneID_1281, Hsap__GeneID_1290, Hsap__GeneID_255631, Hsap__GeneID_85301	many-to-many	3	7	Orthologues/Hsap.tsv
Sjap__EWB00_008724	Hsap	Hsap__GeneID_139728, Hsap__GeneID_149069, Hsap__GeneID_51473, Hsap__GeneID_57118, Hsap__GeneID_6101, Hsap__GeneID_728597, Hsap__GeneID_8536	many-to-many	2	7	Orthologues/Hsap.tsv
Sjap__EWB00_006199	Hsap	Hsap__GeneID_1282, Hsap__GeneID_1284, Hsap__GeneID_1285, Hsap__GeneID_1286, Hsap__GeneID_1287, Hsap__GeneID_1288	many-to-many	4	6	Orthologues/Hsap.tsv
Sjap__EWB00_006201	Hsap	Hsap__GeneID_1282, Hsap__GeneID_1284, Hsap__GeneID_1285, Hsap__GeneID_1286, Hsap__GeneID_1287, Hsap__GeneID_1288	many-to-many	4	6	Orthologues/Hsap.tsv
Sjap__EWB00_001102	Hsap	Hsap__GeneID_1282, Hsap__GeneID_1284, Hsap__GeneID_1285, Hsap__GeneID_1286, Hsap__GeneID_1287, Hsap__GeneID_1288	many-to-many	4	6	Orthologues/Hsap.tsv
Sjap__EWB00_006200	Hsap	Hsap__GeneID_1282, Hsap__GeneID_1284, Hsap__GeneID_1285, Hsap__GeneID_1286, Hsap__GeneID_1287, Hsap__GeneID_1288	many-to-many	4	6	Orthologues/Hsap.tsv
Sjap__EWB00_002919	Hsap	Hsap__GeneID_3674, Hsap__GeneID_3676, Hsap__GeneID_3678, Hsap__GeneID_3680, Hsap__GeneID_3685, Hsap__GeneID_8516	one-to-many	1	6	Orthologues/Hsap.tsv
