candidate_id	prepared_id	mapping_status	HOG	Orthogroup	Hsap_orthologues	Hsap_relationship	Cele_orthologues	Cele_relationship	Dmel_orthologues	Dmel_relationship	Mmus_orthologues	Mmus_relationship	Xlae_orthologues	Xlae_relationship	HOG_status	Hsap_HOG_copy_counts	Cele_HOG_copy_counts	Shae_HOG_copy_counts	Sjap_HOG_copy_counts	Sman_HOG_copy_counts	Dmel_HOG_copy_counts	Mmus_HOG_copy_counts	Xlae_HOG_copy_counts
Shae__MS3_00007411	Shae__MS3_00007411	matched	OG0006997	OG0006997	Hsap__GeneID_93973	one-to-one		no direct pairwise orthologue detected	Dmel__GeneID_32769	one-to-one	Mmus__GeneID_56249	one-to-one	Xlae__GeneID_380417	one-to-one	shared HOG	1	0	1	0	1	1	1	1
Shae__MS3_00007430	Shae__MS3_00007430	matched	OG0004470	OG0004470	Hsap__GeneID_55860	one-to-one	Cele__WBGene00016793	one-to-one	Dmel__GeneID_32969	one-to-one	Mmus__GeneID_56444	one-to-one	Xlae__GeneID_444368, Xlae__GeneID_495357	one-to-many	shared HOG	1	1	1	1	1	1	1	2
Shae__MS3_00007449	Shae__MS3_00007449	matched	OG0006302	OG0006302	Hsap__GeneID_9833	one-to-one	Cele__WBGene00021012	one-to-one		no direct pairwise orthologue detected	Mmus__GeneID_17279	one-to-one	Xlae__GeneID_397927	one-to-one	shared HOG	1	1	1	1	1	0	1	1
Shae__MS3_00007496	Shae__MS3_00007496	matched	OG0002191	OG0002191	Hsap__GeneID_1627, Hsap__GeneID_28988	one-to-many	Cele__WBGene00010664	one-to-one	Dmel__GeneID_39520	one-to-one	Mmus__GeneID_13169, Mmus__GeneID_56320	one-to-many	Xlae__GeneID_108710970, Xlae__GeneID_379806, Xlae__GeneID_444592, Xlae__GeneID_494829	one-to-many	shared HOG	2	1	1	1	1	1	2	4
Shae__MS3_00007604	Shae__MS3_00007604	matched	OG0002154	OG0002154	Hsap__GeneID_7867, Hsap__GeneID_9261	one-to-many	Cele__WBGene00007007	one-to-one	Dmel__GeneID_44573	one-to-one	Mmus__GeneID_102626, Mmus__GeneID_17164	one-to-many	Xlae__GeneID_108714604, Xlae__GeneID_432084, Xlae__GeneID_495118, Xlae__GeneID_779225	one-to-many	shared HOG	2	1	1	1	1	1	2	4
Shae__MS3_00007688	Shae__MS3_00007688	matched	OG0006462	OG0006462	Hsap__GeneID_25989	one-to-one		no direct pairwise orthologue detected	Dmel__GeneID_41112	one-to-one	Mmus__GeneID_71742	one-to-one	Xlae__GeneID_734568	one-to-one	shared HOG	1	0	1	1	1	1	1	1
Shae__MS3_00007700	Shae__MS3_00007700	matched	OG0005197	OG0005197	Hsap__GeneID_64431	one-to-one	Cele__WBGene00007434	one-to-one	Dmel__GeneID_32514	one-to-one	Mmus__GeneID_67019	one-to-one	Xlae__GeneID_100037212	one-to-one	shared HOG	1	1	1	1	1	1	1	1
Shae__MS3_00007701	Shae__MS3_00007701	matched	OG0000283	OG0000283	Hsap__GeneID_1277, Hsap__GeneID_1278, Hsap__GeneID_1280, Hsap__GeneID_1281, Hsap__GeneID_1290, Hsap__GeneID_255631, Hsap__GeneID_85301	many-to-many		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Mmus__GeneID_12824, Mmus__GeneID_12825, Mmus__GeneID_12832, Mmus__GeneID_12842, Mmus__GeneID_12843, Mmus__GeneID_373864, Mmus__GeneID_71355	many-to-many	Xlae__GeneID_108699974, Xlae__GeneID_108700840, Xlae__GeneID_108701482, Xlae__GeneID_108701483, Xlae__GeneID_108703076, Xlae__GeneID_108705040, Xlae__GeneID_108714172, Xlae__GeneID_108719903, Xlae__GeneID_380419, Xlae__GeneID_380515, Xlae__GeneID_397738, Xlae__GeneID_397739, Xlae__GeneID_398983	many-to-many	shared HOG	7	0	3	3	3	0	7	13
Shae__MS3_00007742	Shae__MS3_00007742	matched	OG0001220	OG0001220	Hsap__GeneID_3655, Hsap__GeneID_3675, Hsap__GeneID_3679	one-to-many	Cele__WBGene00002081	one-to-one	Dmel__GeneID_32275	one-to-one	Mmus__GeneID_16400, Mmus__GeneID_16403, Mmus__GeneID_16404	one-to-many	Xlae__GeneID_108702534, Xlae__GeneID_108702994, Xlae__GeneID_108708560, Xlae__GeneID_108708991, Xlae__GeneID_373657, Xlae__GeneID_397985	one-to-many	shared HOG	3	1	1	1	1	1	3	6
Shae__MS3_00007880	Shae__MS3_00007880	matched	OG0001998	OG0001998	Hsap__GeneID_10612, Hsap__GeneID_23321	one-to-many		no direct pairwise orthologue detected	Dmel__GeneID_37190	one-to-one	Mmus__GeneID_55992, Mmus__GeneID_80890	one-to-many	Xlae__GeneID_108708789, Xlae__GeneID_443918, Xlae__GeneID_444525, Xlae__GeneID_495223	one-to-many	shared HOG	2	0	1	2	1	1	2	4
Shae__MS3_00007970	Shae__MS3_00007970	matched	OG0000767	OG0000767	Hsap__GeneID_2316, Hsap__GeneID_2317, Hsap__GeneID_2318	many-to-many	Cele__WBGene00022048	many-to-one	Dmel__GeneID_42066	many-to-one	Mmus__GeneID_192176, Mmus__GeneID_286940, Mmus__GeneID_68794	many-to-many	Xlae__GeneID_108699999, Xlae__GeneID_108704467, Xlae__GeneID_108705104, Xlae__GeneID_108715054, Xlae__GeneID_121393384, Xlae__GeneID_121393385, Xlae__GeneID_733321, Xlae__GeneID_734178	many-to-many	shared HOG	3	1	2	2	2	1	3	8
Shae__MS3_00008020	Shae__MS3_00008020	matched	OG0001365	OG0001365	Hsap__GeneID_130399, Hsap__GeneID_7046, Hsap__GeneID_91	one-to-many		no direct pairwise orthologue detected	Dmel__GeneID_35900	one-to-one	Mmus__GeneID_11479, Mmus__GeneID_21812, Mmus__GeneID_269275	one-to-many	Xlae__GeneID_108701335, Xlae__GeneID_108702964, Xlae__GeneID_108708537, Xlae__GeneID_108719029, Xlae__GeneID_399295, Xlae__GeneID_399454	one-to-many	shared HOG	3	0	1	1	1	1	3	6
Shae__MS3_00008061	Shae__MS3_00008061	matched	OG0002477	OG0002477	Hsap__GeneID_57037	one-to-one	Cele__WBGene00000917	one-to-one	Dmel__GeneID_39210	one-to-one	Mmus__GeneID_217473	one-to-one	Xlae__GeneID_108719915, Xlae__GeneID_121394544, Xlae__GeneID_121394551, Xlae__GeneID_121394552, Xlae__GeneID_121394553	one-to-many	shared HOG	1	1	1	1	1	1	1	5
Shae__MS3_00008174	Shae__MS3_00008174	matched	OG0002682	OG0002682	Hsap__GeneID_51412, Hsap__GeneID_86	one-to-many	Cele__WBGene00022774	one-to-one	Dmel__GeneID_36956	one-to-one	Mmus__GeneID_56456, Mmus__GeneID_83766	one-to-many	Xlae__GeneID_108703569, Xlae__GeneID_108717002, Xlae__GeneID_380143	one-to-many	shared HOG	2	1	1	1	1	1	2	3
Shae__MS3_00008190	Shae__MS3_00008190	matched	OG0001730	OG0001730	Hsap__GeneID_5594, Hsap__GeneID_5595	many-to-many	Cele__WBGene00003401	many-to-one	Dmel__GeneID_3354888	many-to-one	Mmus__GeneID_26413, Mmus__GeneID_26417	many-to-many	Xlae__GeneID_397785, Xlae__GeneID_398985	many-to-many	shared HOG	2	1	2	2	2	1	2	2
Shae__MS3_00008194	Shae__MS3_00008194	matched	OG0000486	OG0000486	Hsap__GeneID_51332, Hsap__GeneID_57731, Hsap__GeneID_6710, Hsap__GeneID_6711, Hsap__GeneID_6712	many-to-many	Cele__WBGene00004855, Cele__WBGene00006803	many-to-many	Dmel__GeneID_32746, Dmel__GeneID_38418	many-to-many	Mmus__GeneID_20741, Mmus__GeneID_20742, Mmus__GeneID_20743, Mmus__GeneID_640524, Mmus__GeneID_80297	many-to-many	Xlae__GeneID_108698614, Xlae__GeneID_108698979, Xlae__GeneID_108699197, Xlae__GeneID_108700575, Xlae__GeneID_108715130, Xlae__GeneID_108716412, Xlae__GeneID_108717395, Xlae__GeneID_398511	many-to-many	shared HOG	5	2	2	2	2	2	5	8
Shae__MS3_00008246	Shae__MS3_00008246	matched	OG0010704	OG0010704		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Shae__MS3_00008247	Shae__MS3_00008247	matched	OG0013354	OG0013354		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Shae__MS3_00008251	Shae__MS3_00008251	matched	OG0005941	OG0005941	Hsap__GeneID_338699	many-to-one		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Mmus__GeneID_73845	many-to-one	Xlae__GeneID_100101286	many-to-one	shared HOG	1	0	2	1	2	0	1	1
Shae__MS3_00008284	Shae__MS3_00008284	matched	OG0002012	OG0002012	Hsap__GeneID_126374, Hsap__GeneID_84962, Hsap__GeneID_8994	one-to-many		no direct pairwise orthologue detected	Dmel__GeneID_32351	one-to-one	Mmus__GeneID_101543, Mmus__GeneID_16475, Mmus__GeneID_29806	one-to-many	Xlae__GeneID_100127345, Xlae__GeneID_108704088, Xlae__GeneID_779085	one-to-many	shared HOG	3	0	1	1	1	1	3	3
Shae__MS3_00008566	Shae__MS3_00008566	matched	OG0004907	OG0004907	Hsap__GeneID_1020	one-to-one	Cele__WBGene00000407	one-to-one	Dmel__GeneID_36727	one-to-one	Mmus__GeneID_12568	one-to-one	Xlae__GeneID_399296	one-to-one	shared HOG	1	1	1	1	1	1	1	1
Shae__MS3_00008601	Shae__MS3_00008601	matched	OG0002125	OG0002125	Hsap__GeneID_22848, Hsap__GeneID_55589	one-to-many	Cele__WBGene00004762	one-to-one	Dmel__GeneID_35154	one-to-one	Mmus__GeneID_140780, Mmus__GeneID_269774	one-to-many	Xlae__GeneID_108706817, Xlae__GeneID_108711545, Xlae__GeneID_108712220, Xlae__GeneID_108712767	one-to-many	shared HOG	2	1	1	1	1	1	2	4
Shae__MS3_00008614	Shae__MS3_00008614	matched	OG0001746	OG0001746	Hsap__GeneID_102800317, Hsap__GeneID_1453, Hsap__GeneID_1454	one-to-many	Cele__WBGene00002203	one-to-one	Dmel__GeneID_43673	one-to-one	Mmus__GeneID_104318, Mmus__GeneID_27373	one-to-many	Xlae__GeneID_108701007, Xlae__GeneID_108715790, Xlae__GeneID_380361, Xlae__GeneID_399381	one-to-many	shared HOG	3	1	1	1	1	1	2	4
Shae__MS3_00008660	Shae__MS3_00008660	matched	OG0010706	OG0010706		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	0	2	0	0	0
Shae__MS3_00008661	Shae__MS3_00008661	matched	OG0013868	OG0013868		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	0	0	0	0
Shae__MS3_00008672	Shae__MS3_00008672	matched	OG0001371	OG0001371		no direct pairwise orthologue detected	Cele__WBGene00001528, Cele__WBGene00001530, Cele__WBGene00001531, Cele__WBGene00001532, Cele__WBGene00001533, Cele__WBGene00001534, Cele__WBGene00001539, Cele__WBGene00001540, Cele__WBGene00001542, Cele__WBGene00001544, Cele__WBGene00001545, Cele__WBGene00001547	one-to-many		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Xlae__GeneID_121393820	one-to-one	shared HOG	0	12	1	1	1	0	0	1
Shae__MS3_00008673	Shae__MS3_00008673	matched	OG0003750	OG0003750	Hsap__GeneID_124923	one-to-one	Cele__WBGene00017950	one-to-one	Dmel__GeneID_45970	one-to-one	Mmus__GeneID_216976	one-to-one	Xlae__GeneID_108707957	one-to-one	shared HOG	1	1	1	1	2	1	1	1
Shae__MS3_00008679	Shae__MS3_00008679	matched	OG0001595	OG0001595	Hsap__GeneID_1017, Hsap__GeneID_1018, Hsap__GeneID_983	one-to-many	Cele__WBGene00000405	one-to-one	Dmel__GeneID_34411, Dmel__GeneID_42453	one-to-many	Mmus__GeneID_12534, Mmus__GeneID_12566	one-to-many	Xlae__GeneID_379785, Xlae__GeneID_380246, Xlae__GeneID_399314, Xlae__GeneID_432036	one-to-many	shared HOG	3	1	1	1	1	2	2	4
Shae__MS3_00008682	Shae__MS3_00008682	matched	OG0000878	OG0000878	Hsap__GeneID_5566, Hsap__GeneID_5567, Hsap__GeneID_5568	many-to-many	Cele__WBGene00002189	many-to-one	Dmel__GeneID_34284	many-to-one	Mmus__GeneID_18747, Mmus__GeneID_18749	many-to-many	Xlae__GeneID_100101276, Xlae__GeneID_108711677, Xlae__GeneID_108714187, Xlae__GeneID_380388	many-to-many	shared HOG	3	1	3	3	3	1	2	4
Shae__MS3_00008685	Shae__MS3_00008685	matched	OG0002810	OG0002810	Hsap__GeneID_5592	many-to-one		no direct pairwise orthologue detected	Dmel__GeneID_44817	many-to-one	Mmus__GeneID_19091	many-to-one	Xlae__GeneID_108696071, Xlae__GeneID_108697357	many-to-many	shared HOG	1	0	2	2	2	1	1	2
Shae__MS3_00008738	Shae__MS3_00008738	matched	OG0000213	OG0000213	Hsap__GeneID_2268, Hsap__GeneID_2534, Hsap__GeneID_3055, Hsap__GeneID_3932, Hsap__GeneID_4067, Hsap__GeneID_640, Hsap__GeneID_6714, Hsap__GeneID_7525	many-to-many	Cele__WBGene00005077	many-to-one	Dmel__GeneID_48973	many-to-one	Mmus__GeneID_12143, Mmus__GeneID_14191, Mmus__GeneID_14360, Mmus__GeneID_15162, Mmus__GeneID_16818, Mmus__GeneID_17096, Mmus__GeneID_20779, Mmus__GeneID_22612	many-to-many	Xlae__GeneID_100036955, Xlae__GeneID_108695301, Xlae__GeneID_108708097, Xlae__GeneID_108708930, Xlae__GeneID_108709526, Xlae__GeneID_108717237, Xlae__GeneID_373609, Xlae__GeneID_373647, Xlae__GeneID_373649, Xlae__GeneID_379629, Xlae__GeneID_379812, Xlae__GeneID_380430, Xlae__GeneID_734720	many-to-many	shared HOG	8	1	3	3	4	1	8	13
Shae__MS3_00008744	Shae__MS3_00008744	matched	OG0002779	OG0002779	Hsap__GeneID_139741, Hsap__GeneID_140625, Hsap__GeneID_84517	many-to-many		no direct pairwise orthologue detected	Dmel__GeneID_36879	many-to-one	Mmus__GeneID_73353, Mmus__GeneID_76652	many-to-many		no direct pairwise orthologue detected	shared HOG	3	0	2	1	2	1	2	0
Shae__MS3_00008746	Shae__MS3_00008746	matched	OG0002779	OG0002779	Hsap__GeneID_139741, Hsap__GeneID_140625, Hsap__GeneID_84517	many-to-many		no direct pairwise orthologue detected	Dmel__GeneID_36879	many-to-one	Mmus__GeneID_73353, Mmus__GeneID_76652	many-to-many		no direct pairwise orthologue detected	shared HOG	3	0	2	1	2	1	2	0
Shae__MS3_00008957	Shae__MS3_00008957	matched	OG0002087	OG0002087	Hsap__GeneID_284217, Hsap__GeneID_3908	many-to-many	Cele__WBGene00002248	many-to-one	Dmel__GeneID_43946	many-to-one	Mmus__GeneID_16772, Mmus__GeneID_16773	many-to-many	Xlae__GeneID_108716137, Xlae__GeneID_108718546	many-to-many	shared HOG	2	1	3	1	1	1	2	2
Shae__MS3_00008971	Shae__MS3_00008971	matched	OG0003225	OG0003225	Hsap__GeneID_6416	one-to-one	Cele__WBGene00003368, Cele__WBGene00012162	one-to-many	Dmel__GeneID_41020	one-to-one	Mmus__GeneID_26398	one-to-one	Xlae__GeneID_399471, Xlae__GeneID_431908	one-to-many	shared HOG	1	2	1	1	1	1	1	2
Shae__MS3_00008988	Shae__MS3_00008988	matched	OG0013459	OG0013459		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Shae__MS3_00009095	Shae__MS3_00009095	matched	OG0010632	OG0010632		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Xlae__GeneID_108708143	one-to-one	shared HOG	0	0	1	1	1	0	0	1
Shae__MS3_00009134	Shae__MS3_00009134	matched	OG0005219	OG0005219	Hsap__GeneID_54851	one-to-one	Cele__WBGene00007985, Cele__WBGene00017831	one-to-many	Dmel__GeneID_34874	one-to-one	Mmus__GeneID_56503	one-to-one		no direct pairwise orthologue detected	shared HOG	1	2	1	1	1	1	1	0
Shae__MS3_00009264	Shae__MS3_00009264	matched	OG0000213	OG0000213	Hsap__GeneID_2268, Hsap__GeneID_2534, Hsap__GeneID_3055, Hsap__GeneID_3932, Hsap__GeneID_4067, Hsap__GeneID_640, Hsap__GeneID_6714, Hsap__GeneID_7525	many-to-many	Cele__WBGene00005077	many-to-one	Dmel__GeneID_48973	many-to-one	Mmus__GeneID_12143, Mmus__GeneID_14191, Mmus__GeneID_14360, Mmus__GeneID_15162, Mmus__GeneID_16818, Mmus__GeneID_17096, Mmus__GeneID_20779, Mmus__GeneID_22612	many-to-many	Xlae__GeneID_100036955, Xlae__GeneID_108695301, Xlae__GeneID_108708097, Xlae__GeneID_108708930, Xlae__GeneID_108709526, Xlae__GeneID_108717237, Xlae__GeneID_373609, Xlae__GeneID_373647, Xlae__GeneID_373649, Xlae__GeneID_379629, Xlae__GeneID_379812, Xlae__GeneID_380430, Xlae__GeneID_734720	many-to-many	shared HOG	8	1	3	3	4	1	8	13
Shae__MS3_00009375	Shae__MS3_00009375	matched	OG0013508	OG0013508		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Shae__MS3_00009432	Shae__MS3_00009432	matched	OG0013520	OG0013520		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Shae__MS3_00009653	Shae__MS3_00009653	matched	OG0002474	OG0002474	Hsap__GeneID_1445, Hsap__GeneID_4145	one-to-many	Cele__WBGene00000812	one-to-one	Dmel__GeneID_41398	one-to-one	Mmus__GeneID_12988, Mmus__GeneID_17179	one-to-many	Xlae__GeneID_121399356, Xlae__GeneID_373593, Xlae__GeneID_378532	one-to-many	shared HOG	2	1	1	1	1	1	2	3
Shae__MS3_00009666	Shae__MS3_00009666	matched	OG0008174	OG0008174		no direct pairwise orthologue detected	Cele__WBGene00001746	one-to-one	Dmel__GeneID_318552	one-to-one		no direct pairwise orthologue detected		no direct pairwise orthologue detected	shared HOG	0	1	1	0	1	1	0	0
Shae__MS3_00009762	Shae__MS3_00009762	matched	OG0001083	OG0001083	Hsap__GeneID_2241, Hsap__GeneID_2242	one-to-many	Cele__WBGene00001487, Cele__WBGene00002198, Cele__WBGene00020659, Cele__WBGene00022780	one-to-many	Dmel__GeneID_41118	one-to-one	Mmus__GeneID_14158, Mmus__GeneID_14159	one-to-many	Xlae__GeneID_108695677, Xlae__GeneID_108707219, Xlae__GeneID_108711440, Xlae__GeneID_444292	one-to-many	shared HOG	2	4	1	1	3	1	2	4
Shae__MS3_00009865	Shae__MS3_00009865	matched	OG0000547	OG0000547	Hsap__GeneID_3688, Hsap__GeneID_3689, Hsap__GeneID_3690, Hsap__GeneID_3693, Hsap__GeneID_3694, Hsap__GeneID_3695	one-to-many	Cele__WBGene00003930	one-to-one	Dmel__GeneID_44885	one-to-one	Mmus__GeneID_16412, Mmus__GeneID_16414, Mmus__GeneID_16415, Mmus__GeneID_16416, Mmus__GeneID_16419, Mmus__GeneID_16420, Mmus__GeneID_16421	one-to-many	Xlae__GeneID_108702890, Xlae__GeneID_108708650, Xlae__GeneID_378686, Xlae__GeneID_379708, Xlae__GeneID_397699, Xlae__GeneID_397755, Xlae__GeneID_399443, Xlae__GeneID_446423	one-to-many	shared HOG	6	1	1	1	1	1	7	8
Shae__MS3_00009872	Shae__MS3_00009872	matched	OG0000401	OG0000401	Hsap__GeneID_3674, Hsap__GeneID_3676, Hsap__GeneID_3678, Hsap__GeneID_3680, Hsap__GeneID_3685, Hsap__GeneID_8516	one-to-many	Cele__WBGene00003929	one-to-one	Dmel__GeneID_32661, Dmel__GeneID_36692, Dmel__GeneID_36693, Dmel__GeneID_37732	one-to-many	Mmus__GeneID_104099, Mmus__GeneID_16399, Mmus__GeneID_16401, Mmus__GeneID_16402, Mmus__GeneID_16410, Mmus__GeneID_241226	one-to-many	Xlae__GeneID_100191022, Xlae__GeneID_108701397, Xlae__GeneID_108718824, Xlae__GeneID_108719000, Xlae__GeneID_108719885, Xlae__GeneID_394366, Xlae__GeneID_397839, Xlae__GeneID_397842, Xlae__GeneID_397997, Xlae__GeneID_495051	one-to-many	shared HOG	6	1	1	1	1	4	6	10
Shae__MS3_00010057	Shae__MS3_00010057	matched	OG0000784	OG0000784	Hsap__GeneID_1289, Hsap__GeneID_1301, Hsap__GeneID_1302, Hsap__GeneID_50509	many-to-many		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Mmus__GeneID_12814, Mmus__GeneID_12815, Mmus__GeneID_12831, Mmus__GeneID_53867	many-to-many	Xlae__GeneID_108699914, Xlae__GeneID_108700220, Xlae__GeneID_108711695, Xlae__GeneID_108713331, Xlae__GeneID_108714428, Xlae__GeneID_108715007, Xlae__GeneID_398739	many-to-many	shared HOG	4	0	2	2	2	0	4	7
Shae__MS3_00010191	Shae__MS3_00010191	matched	OG0000309	OG0000309	Hsap__GeneID_1282, Hsap__GeneID_1284, Hsap__GeneID_1285, Hsap__GeneID_1286, Hsap__GeneID_1287, Hsap__GeneID_1288	many-to-many	Cele__WBGene00001263, Cele__WBGene00002280	many-to-many	Dmel__GeneID_33726, Dmel__GeneID_33727	many-to-many	Mmus__GeneID_12826, Mmus__GeneID_12827, Mmus__GeneID_12828, Mmus__GeneID_12829, Mmus__GeneID_12830, Mmus__GeneID_94216	many-to-many	Xlae__GeneID_108698394, Xlae__GeneID_108698395, Xlae__GeneID_108700098, Xlae__GeneID_108700099, Xlae__GeneID_108709738, Xlae__GeneID_108709739, Xlae__GeneID_373763, Xlae__GeneID_373764	many-to-many	shared HOG	6	2	3	4	4	2	6	8
Shae__MS3_00010367	Shae__MS3_00010367	matched	OG0001084	OG0001084	Hsap__GeneID_238, Hsap__GeneID_4058, Hsap__GeneID_6098	one-to-many	Cele__WBGene00004740	one-to-one	Dmel__GeneID_32039, Dmel__GeneID_53425	one-to-many	Mmus__GeneID_11682, Mmus__GeneID_17005, Mmus__GeneID_19886	one-to-many	Xlae__GeneID_108698980, Xlae__GeneID_108699739, Xlae__GeneID_108716096, Xlae__GeneID_108716156, Xlae__GeneID_108717382, Xlae__GeneID_121394155	one-to-many	shared HOG	3	1	1	1	1	2	3	6
Shae__MS3_00010396	Shae__MS3_00010396	matched	OG0000522	OG0000522	Hsap__GeneID_27330, Hsap__GeneID_6195, Hsap__GeneID_6196, Hsap__GeneID_6197, Hsap__GeneID_8986, Hsap__GeneID_9252	one-to-many	Cele__WBGene00008311, Cele__WBGene00011352	one-to-many	Dmel__GeneID_33139	one-to-one	Mmus__GeneID_110651, Mmus__GeneID_20111, Mmus__GeneID_20112, Mmus__GeneID_56613, Mmus__GeneID_67071, Mmus__GeneID_73086	one-to-many	Xlae__GeneID_100037253, Xlae__GeneID_108698451, Xlae__GeneID_108698712, Xlae__GeneID_108700150, Xlae__GeneID_108709331, Xlae__GeneID_108717877, Xlae__GeneID_399376, Xlae__GeneID_443729, Xlae__GeneID_445821	one-to-many	shared HOG	6	2	1	1	1	1	6	9
Shae__MS3_00010441	Shae__MS3_00010441	matched	OG0013668	OG0013668		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Schistosoma-only in sampled HOG	0	0	1	1	1	0	0	0
Shae__MS3_00010478	Shae__MS3_00010478	matched	OG0006689	OG0006689		no direct pairwise orthologue detected	Cele__WBGene00006876	one-to-one	Dmel__GeneID_36542	one-to-one		no direct pairwise orthologue detected		no direct pairwise orthologue detected	shared HOG	0	1	1	2	1	1	0	0
Shae__MS3_00010577	Shae__MS3_00010577	matched	OG0000873	OG0000873	Hsap__GeneID_10290, Hsap__GeneID_340156, Hsap__GeneID_85366, Hsap__GeneID_91807	one-to-many	Cele__WBGene00013869	one-to-one	Dmel__GeneID_36002	one-to-one	Mmus__GeneID_11790, Mmus__GeneID_213435, Mmus__GeneID_228785, Mmus__GeneID_238564	one-to-many	Xlae__GeneID_108700969, Xlae__GeneID_108701290, Xlae__GeneID_108702928, Xlae__GeneID_108714133, Xlae__GeneID_108715487, Xlae__GeneID_108719107, Xlae__GeneID_108720081	one-to-many	shared HOG	4	1	1	1	1	1	4	7
Shae__MS3_00010729	Shae__MS3_00010729	matched	OG0001730	OG0001730	Hsap__GeneID_5594, Hsap__GeneID_5595	many-to-many	Cele__WBGene00003401	many-to-one	Dmel__GeneID_3354888	many-to-one	Mmus__GeneID_26413, Mmus__GeneID_26417	many-to-many	Xlae__GeneID_397785, Xlae__GeneID_398985	many-to-many	shared HOG	2	1	2	2	2	1	2	2
Shae__MS3_00010803	Shae__MS3_00010803	matched	OG0003844	OG0003844	Hsap__GeneID_10097	one-to-one	Cele__WBGene00000200	one-to-one	Dmel__GeneID_32623	one-to-one	Mmus__GeneID_66713	one-to-one	Xlae__GeneID_443741, Xlae__GeneID_734239	one-to-many	shared HOG	1	1	1	1	1	1	1	2
Shae__MS3_00010929	Shae__MS3_00010929	matched	OG0008159	OG0008159		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Dmel__GeneID_41995	one-to-one		no direct pairwise orthologue detected		no direct pairwise orthologue detected	shared HOG	0	0	1	1	1	1	0	0
Shae__MS3_00011141	Shae__MS3_00011141	matched	OG0007341	OG0007341	Hsap__GeneID_26095	one-to-one		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Mmus__GeneID_19256	one-to-one		no direct pairwise orthologue detected	shared HOG	1	0	1	1	1	0	1	0
Shae__MS3_00011163	Shae__MS3_00011163	matched	OG0002841	OG0002841	Hsap__GeneID_10096, Hsap__GeneID_57180	one-to-many	Cele__WBGene00000199	one-to-one	Dmel__GeneID_38898	one-to-one	Mmus__GeneID_242894, Mmus__GeneID_74117	one-to-many	Xlae__GeneID_108701232, Xlae__GeneID_380084	one-to-many	shared HOG	2	1	1	1	1	1	2	2
Sjap__EWB00_000274	Sjap__EWB00_000274	matched	OG0000784	OG0000784	Hsap__GeneID_1289, Hsap__GeneID_1301, Hsap__GeneID_1302, Hsap__GeneID_50509	many-to-many		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Mmus__GeneID_12814, Mmus__GeneID_12815, Mmus__GeneID_12831, Mmus__GeneID_53867	many-to-many	Xlae__GeneID_108699914, Xlae__GeneID_108700220, Xlae__GeneID_108711695, Xlae__GeneID_108713331, Xlae__GeneID_108714428, Xlae__GeneID_108715007, Xlae__GeneID_398739	many-to-many	shared HOG	4	0	2	2	2	0	4	7
Sjap__EWB00_000320	Sjap__EWB00_000320	matched	OG0002810	OG0002810	Hsap__GeneID_5592	many-to-one		no direct pairwise orthologue detected	Dmel__GeneID_44817	many-to-one	Mmus__GeneID_19091	many-to-one	Xlae__GeneID_108696071, Xlae__GeneID_108697357	many-to-many	shared HOG	1	0	2	2	2	1	1	2
Sjap__EWB00_000422	Sjap__EWB00_000422	matched	OG0004909	OG0004909		no direct pairwise orthologue detected		no direct pairwise orthologue detected	Dmel__GeneID_32188	many-to-one		no direct pairwise orthologue detected		no direct pairwise orthologue detected	shared HOG	0	0	2	2	3	1	0	0
