#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EWB00_002869	EWB00_006201	6182.A0A4Z2DAG8	6182.A0A4Z2CZR4	0	0	0	0	0	0.157	0.394	0.118	0.510
EWB00_002869	EWB00_006199	6182.A0A4Z2DAG8	6182.A0A4Z2D0J4	0	0	0	0	0	0.157	0.394	0.118	0.510
EWB00_002869	EWB00_004406	6182.A0A4Z2DAG8	6182.A0A4Z2D5D6	0	0	0	0	0	0.233	0.563	0.183	0.702
EWB00_002869	EWB00_003565	6182.A0A4Z2DAG8	6182.A0A4Z2D923	0	0	0	0	0.091	0.297	0.544	0.540	0.848
EWB00_002869	EWB00_003146	6182.A0A4Z2DAG8	6182.A0A4Z2D9E0	0	0	0	0	0.059	0.815	0.771	0.579	0.980
EWB00_002869	EWB00_009161	6182.A0A4Z2DAG8	6182.C1L3T0	0	0	0	0	0	0.119	0.259	0.186	0.422
EWB00_002869	EWB00_008857	6182.A0A4Z2DAG8	6182.A0A4Z2DY79	0	0	0	0	0	0.119	0.370	0.088	0.449
EWB00_002869	EWB00_001311	6182.A0A4Z2DAG8	6182.A0A4Z2DG67	0	0	0	0	0	0.157	0.394	0.118	0.510
EWB00_002869	EWB00_001102	6182.A0A4Z2DAG8	6182.A0A4Z2DGT3	0	0	0	0	0	0.157	0.394	0.118	0.510
EWB00_002869	EWB00_000274	6182.A0A4Z2DAG8	6182.A0A4Z2DJH5	0	0	0	0	0	0.157	0.394	0.118	0.510
EWB00_002869	EWB00_010449	6182.A0A4Z2DAG8	6182.A0A4Z2DXL3	0	0	0	0	0	0.157	0.394	0.118	0.510
EWB00_002869	EWB00_010450	6182.A0A4Z2DAG8	6182.A0A4Z2DXW2	0	0	0	0	0	0.157	0.394	0.118	0.510
EWB00_002869	EWB00_001471	6182.A0A4Z2DAG8	6182.A0A4Z2DFS2	0	0	0	0	0	0.133	0.425	0.105	0.514
EWB00_002869	EWB00_009541	6182.A0A4Z2DAG8	6182.A0A4Z2DR60	0	0	0	0	0	0.118	0	0.476	0.518
EWB00_002869	Act5C	6182.A0A4Z2DAG8	6182.Q5DF69	0	0	0	0	0	0.119	0.474	0.132	0.562
EWB00_002869	EWB00_010649	6182.A0A4Z2DAG8	6182.A0A4Z2DN32	0	0	0	0	0	0.233	0.517	0.138	0.652
EWB00_002869	EWB00_004876	6182.A0A4Z2DAG8	6182.A0A4Z2DUG9	0	0	0	0	0	0.119	0.563	0.173	0.653
EWB00_002869	EWB00_004878	6182.A0A4Z2DAG8	6182.A0A4Z2DUX1	0	0	0	0	0	0.119	0.563	0.173	0.653
EWB00_002869	EWB00_002502	6182.A0A4Z2DAG8	6182.Q71TT8	0	0	0	0	0	0.119	0.563	0.280	0.698
EWB00_002869	fyn-prov	6182.A0A4Z2DAG8	6182.C1LGZ6	0	0	0	0	0	0.233	0.563	0.235	0.721
EWB00_002869	EWB00_002741	6182.A0A4Z2DAG8	6182.A0A4Z2DB14	0	0	0	0	0	0.210	0.771	0.107	0.824
EWB00_002869	EWB00_002103	6182.A0A4Z2DAG8	6182.A0A4Z2DDE8	0	0	0	0	0	0.506	0.425	0.511	0.848
EWB00_002869	EWB00_006050	6182.A0A4Z2DAG8	6182.A0A4Z2DTJ0	0	0	0	0	0	0.264	0.771	0.240	0.860
EWB00_002869	EWB00_002775	6182.A0A4Z2DAG8	6182.A0A4Z2DBA8	0	0	0	0	0	0.594	0.658	0.141	0.870
EWB00_002869	EWB00_001328	6182.A0A4Z2DAG8	6182.A0A4Z2DG14	0	0	0	0	0	0.311	0.771	0.277	0.875
EWB00_002869	EWB00_003429	6182.A0A4Z2DAG8	6182.A0A4Z2DWH7	0	0	0	0	0	0.311	0.771	0.535	0.920
EWB00_002869	EWB00_010398	6182.A0A4Z2DAG8	6182.A0A4Z2DXN3	0	0	0	0	0	0.455	0.771	0.586	0.943
EWB00_002869	EWB00_011039	6182.A0A4Z2DAG8	6182.A0A4Z2DN82	0	0	0	0	0.059	0.650	0.790	0.323	0.946
EWB00_002869	EWB00_002919	6182.A0A4Z2DAG8	6182.A0A4Z2DWJ9	0	0	0	0	0.059	0.650	0.790	0.552	0.964
EWB00_002919	EWB00_008239	6182.A0A4Z2DWJ9	6182.A0A4Z2CQY2	0	0	0	0	0	0.101	0.390	0.104	0.465
EWB00_002919	EWB00_007520	6182.A0A4Z2DWJ9	6182.A0A4Z2CUE7	0	0	0	0	0	0.212	0.563	0.095	0.661
EWB00_002919	EWB00_007322	6182.A0A4Z2DWJ9	6182.A0A4Z2CUR2	0	0	0	0	0	0.311	0.771	0.187	0.860
EWB00_002919	EWB00_007395	6182.A0A4Z2DWJ9	6182.A0A4Z2CUS5	0	0	0	0	0	0.101	0.390	0.104	0.465
EWB00_002919	EWB00_006747	6182.A0A4Z2DWJ9	6182.A0A4Z2CWY6	0	0	0	0	0.044	0.109	0.478	0.138	0.565
EWB00_002919	EWB00_006505	6182.A0A4Z2DWJ9	6182.A0A4Z2CYG9	0	0	0	0	0	0.300	0.517	0.209	0.709
EWB00_002919	EWB00_006234	6182.A0A4Z2DWJ9	6182.A0A4Z2CZ44	0	0	0	0	0.059	0.584	0.658	0.068	0.858
EWB00_002919	EWB00_006200	6182.A0A4Z2DWJ9	6182.A0A4Z2CZM0	0	0	0	0	0	0.101	0.390	0.104	0.465
EWB00_002919	EWB00_006201	6182.A0A4Z2DWJ9	6182.A0A4Z2CZR4	0	0	0	0	0	0.101	0.390	0.104	0.465
EWB00_002919	EWB00_006199	6182.A0A4Z2DWJ9	6182.A0A4Z2D0J4	0	0	0	0	0	0.101	0.390	0.104	0.465
EWB00_002919	EWB00_004406	6182.A0A4Z2DWJ9	6182.A0A4Z2D5D6	0	0	0	0	0	0.212	0.563	0.095	0.661
EWB00_002919	EWB00_003565	6182.A0A4Z2DWJ9	6182.A0A4Z2D923	0	0	0	0	0.085	0.123	0.512	0.292	0.685
EWB00_002919	EWB00_003146	6182.A0A4Z2DWJ9	6182.A0A4Z2D9E0	0	0	0	0	0	0.355	0.771	0.428	0.908
EWB00_002919	EWB00_002869	6182.A0A4Z2DWJ9	6182.A0A4Z2DAG8	0	0	0	0	0.059	0.650	0.790	0.552	0.964
EWB00_002919	EWB00_002741	6182.A0A4Z2DWJ9	6182.A0A4Z2DB14	0	0	0	0	0	0.194	0.771	0.070	0.813
EWB00_002919	EWB00_002775	6182.A0A4Z2DWJ9	6182.A0A4Z2DBA8	0	0	0	0	0.059	0.584	0.658	0.068	0.858
EWB00_002919	EWB00_002103	6182.A0A4Z2DWJ9	6182.A0A4Z2DDE8	0	0	0	0	0.046	0.130	0.478	0.260	0.636
EWB00_002919	EWB00_001471	6182.A0A4Z2DWJ9	6182.A0A4Z2DFS2	0	0	0	0	0	0.123	0.387	0.066	0.454
EWB00_002919	EWB00_001328	6182.A0A4Z2DWJ9	6182.A0A4Z2DG14	0	0	0	0	0	0.647	0.771	0.426	0.949
EWB00_002919	EWB00_001311	6182.A0A4Z2DWJ9	6182.A0A4Z2DG67	0	0	0	0	0	0.101	0.390	0.104	0.465
EWB00_002919	EWB00_001102	6182.A0A4Z2DWJ9	6182.A0A4Z2DGT3	0	0	0	0	0	0.101	0.390	0.104	0.465
EWB00_002919	EWB00_000274	6182.A0A4Z2DWJ9	6182.A0A4Z2DJH5	0	0	0	0	0	0.101	0.390	0.104	0.465
EWB00_002919	EWB00_010649	6182.A0A4Z2DWJ9	6182.A0A4Z2DN32	0	0	0	0	0	0	0.517	0.093	0.543
EWB00_002919	EWB00_011039	6182.A0A4Z2DWJ9	6182.A0A4Z2DN82	0	0	0	0.550	0	0	0.944	0	0.944
EWB00_002919	EWB00_006050	6182.A0A4Z2DWJ9	6182.A0A4Z2DTJ0	0	0	0	0	0	0	0.771	0.147	0.796
EWB00_002919	EWB00_004876	6182.A0A4Z2DWJ9	6182.A0A4Z2DUG9	0	0	0	0	0	0.065	0.563	0.093	0.597
EWB00_002919	EWB00_004878	6182.A0A4Z2DWJ9	6182.A0A4Z2DUX1	0	0	0	0	0	0.065	0.563	0.093	0.597
EWB00_002919	EWB00_003429	6182.A0A4Z2DWJ9	6182.A0A4Z2DWH7	0	0	0	0	0	0.310	0.771	0.190	0.860
EWB00_002919	EWB00_008857	6182.A0A4Z2DWJ9	6182.A0A4Z2DY79	0	0	0	0	0	0.065	0.370	0.069	0.403
EWB00_002919	EWB00_010449	6182.A0A4Z2DWJ9	6182.A0A4Z2DXL3	0	0	0	0	0	0.101	0.390	0.104	0.465
EWB00_002919	EWB00_010450	6182.A0A4Z2DWJ9	6182.A0A4Z2DXW2	0	0	0	0	0	0.101	0.390	0.104	0.465
EWB00_002919	Act5C	6182.A0A4Z2DWJ9	6182.Q5DF69	0	0	0	0	0	0.065	0.474	0.093	0.514
EWB00_002919	EWB00_002502	6182.A0A4Z2DWJ9	6182.Q71TT8	0	0	0	0	0	0.065	0.563	0.093	0.597
EWB00_002919	fyn-prov	6182.A0A4Z2DWJ9	6182.C1LGZ6	0	0	0	0	0	0.212	0.563	0.095	0.661
EWB00_002919	EWB00_010398	6182.A0A4Z2DWJ9	6182.A0A4Z2DXN3	0	0	0	0	0	0.126	0.771	0.458	0.882
EWB00_003146	EWB00_009162	6182.A0A4Z2D9E0	6182.A0A4Z2CMV9	0	0	0	0	0	0.175	0.388	0.183	0.551
EWB00_003146	EWB00_007520	6182.A0A4Z2D9E0	6182.A0A4Z2CUE7	0	0	0	0	0	0.162	0.395	0.143	0.527
EWB00_003146	EWB00_007322	6182.A0A4Z2D9E0	6182.A0A4Z2CUR2	0	0	0	0	0	0.669	0.529	0.766	0.960
EWB00_003146	EWB00_006505	6182.A0A4Z2D9E0	6182.A0A4Z2CYG9	0	0	0.207	0.611	0	0	0.931	0	0.942
EWB00_003146	EWB00_006234	6182.A0A4Z2D9E0	6182.A0A4Z2CZ44	0	0	0	0	0.201	0	0.507	0.660	0.854
EWB00_003146	EWB00_004406	6182.A0A4Z2D9E0	6182.A0A4Z2D5D6	0	0	0	0	0	0.162	0.395	0.143	0.527
EWB00_003146	EWB00_003565	6182.A0A4Z2D9E0	6182.A0A4Z2D923	0	0	0	0	0.309	0.929	0.909	0.829	0.999
EWB00_003146	EWB00_010649	6182.A0A4Z2D9E0	6182.A0A4Z2DN32	0	0	0	0	0.095	0.130	0	0.322	0.419
EWB00_003146	EWB00_001471	6182.A0A4Z2D9E0	6182.A0A4Z2DFS2	0	0	0	0	0	0.097	0.387	0.043	0.423
EWB00_003146	EWB00_003359	6182.A0A4Z2D9E0	6182.C1LMR7	0	0	0	0	0	0	0	0.477	0.477
EWB00_003146	tsr	6182.A0A4Z2D9E0	6182.Q86ES4	0	0	0	0	0	0	0	0.477	0.477
EWB00_003146	EWB00_010647	6182.A0A4Z2D9E0	6182.Q5DHL6	0	0	0	0	0.136	0.136	0.378	0.066	0.508
EWB00_003146	EWB00_006002	6182.A0A4Z2D9E0	6182.A0A4Z2DTC9	0	0	0	0	0	0.175	0.388	0.115	0.514
EWB00_003146	EWB00_007426	6182.A0A4Z2D9E0	6182.C1LJL2	0	0	0	0	0.052	0.136	0.378	0.179	0.525
EWB00_003146	fyn-prov	6182.A0A4Z2D9E0	6182.C1LGZ6	0	0	0	0	0	0.162	0.395	0.143	0.527
EWB00_003146	EWB00_009161	6182.A0A4Z2D9E0	6182.C1L3T0	0	0	0	0	0	0.175	0.388	0.183	0.551
EWB00_003146	EWB00_008857	6182.A0A4Z2D9E0	6182.A0A4Z2DY79	0	0	0	0	0	0.239	0.388	0.171	0.580
EWB00_003146	EWB00_001328	6182.A0A4Z2D9E0	6182.A0A4Z2DG14	0	0	0	0	0	0	0	0.595	0.595
EWB00_003146	EWB00_001618	6182.A0A4Z2D9E0	6182.A0A4Z2DF74	0	0	0	0	0	0.136	0.378	0.364	0.628
EWB00_003146	Act5C	6182.A0A4Z2D9E0	6182.Q5DF69	0	0	0	0	0	0.296	0.394	0.392	0.717
EWB00_003146	EWB00_004876	6182.A0A4Z2D9E0	6182.A0A4Z2DUG9	0	0	0	0	0	0.310	0.428	0.480	0.776
EWB00_003146	EWB00_004878	6182.A0A4Z2D9E0	6182.A0A4Z2DUX1	0	0	0	0	0	0.310	0.428	0.480	0.776
EWB00_003146	EWB00_002502	6182.A0A4Z2D9E0	6182.Q71TT8	0	0	0	0	0	0.310	0.428	0.480	0.776
EWB00_003146	EWB00_009541	6182.A0A4Z2D9E0	6182.A0A4Z2DR60	0	0	0	0	0	0	0	0.806	0.806
EWB00_003146	EWB00_002103	6182.A0A4Z2D9E0	6182.A0A4Z2DDE8	0	0	0	0	0	0	0	0.813	0.813
EWB00_003146	EWB00_006050	6182.A0A4Z2D9E0	6182.A0A4Z2DTJ0	0	0	0	0	0.112	0.178	0	0.771	0.818
EWB00_003146	EWB00_002775	6182.A0A4Z2D9E0	6182.A0A4Z2DBA8	0	0	0	0	0.201	0	0.507	0.660	0.854
EWB00_003146	EWB00_010398	6182.A0A4Z2D9E0	6182.A0A4Z2DXN3	0	0	0	0	0.120	0.147	0.087	0.829	0.867
EWB00_003146	EWB00_011039	6182.A0A4Z2D9E0	6182.A0A4Z2DN82	0	0	0	0	0	0.355	0.771	0.428	0.908
EWB00_003146	EWB00_002919	6182.A0A4Z2D9E0	6182.A0A4Z2DWJ9	0	0	0	0	0	0.355	0.771	0.428	0.908
EWB00_003146	EWB00_002869	6182.A0A4Z2D9E0	6182.A0A4Z2DAG8	0	0	0	0	0.059	0.815	0.771	0.579	0.980
EWB00_003146	EWB00_003429	6182.A0A4Z2D9E0	6182.A0A4Z2DWH7	0	0	0	0	0	0.636	0.909	0.829	0.993
EWB00_003359	EWB00_009162	6182.C1LMR7	6182.A0A4Z2CMV9	0	0	0	0	0.108	0.378	0.315	0.133	0.626
EWB00_003359	EWB00_006234	6182.C1LMR7	6182.A0A4Z2CZ44	0	0	0	0	0	0.267	0	0.240	0.419
EWB00_003359	EWB00_003565	6182.C1LMR7	6182.A0A4Z2D923	0	0	0	0	0	0	0	0.612	0.612
EWB00_003359	EWB00_003146	6182.C1LMR7	6182.A0A4Z2D9E0	0	0	0	0	0	0	0	0.477	0.477
EWB00_003359	EWB00_002775	6182.C1LMR7	6182.A0A4Z2DBA8	0	0	0	0	0	0.267	0	0.240	0.419
EWB00_003359	EWB00_001618	6182.C1LMR7	6182.A0A4Z2DF74	0	0	0	0	0.071	0.309	0.115	0.475	0.661
EWB00_003359	EWB00_010649	6182.C1LMR7	6182.A0A4Z2DN32	0	0	0	0	0	0.113	0	0.373	0.420
EWB00_003359	EWB00_006002	6182.C1LMR7	6182.A0A4Z2DTC9	0	0	0	0	0.108	0.378	0.315	0.133	0.626
EWB00_003359	EWB00_006050	6182.C1LMR7	6182.A0A4Z2DTJ0	0	0	0	0	0	0.113	0	0.476	0.515
EWB00_003359	EWB00_004876	6182.C1LMR7	6182.A0A4Z2DUG9	0	0	0	0	0.134	0.687	0.658	0.351	0.931
EWB00_003359	EWB00_004878	6182.C1LMR7	6182.A0A4Z2DUX1	0	0	0	0	0.134	0.687	0.658	0.351	0.931
EWB00_003359	EWB00_003429	6182.C1LMR7	6182.A0A4Z2DWH7	0	0	0	0	0.095	0.159	0	0.607	0.674
EWB00_003359	EWB00_008857	6182.C1LMR7	6182.A0A4Z2DY79	0	0	0	0	0.134	0.506	0.425	0.191	0.774
EWB00_003359	EWB00_009161	6182.C1LMR7	6182.C1L3T0	0	0	0	0	0.108	0.378	0.315	0.133	0.626
EWB00_003359	EWB00_007426	6182.C1LMR7	6182.C1LJL2	0	0	0	0	0.175	0.309	0.115	0.477	0.700
EWB00_003359	EWB00_010647	6182.C1LMR7	6182.Q5DHL6	0	0	0	0	0.196	0.309	0.115	0.545	0.746
EWB00_003359	Act5C	6182.C1LMR7	6182.Q5DF69	0	0	0	0	0.134	0.630	0.537	0.237	0.871
EWB00_003359	EWB00_002502	6182.C1LMR7	6182.Q71TT8	0	0	0	0	0.134	0.687	0.658	0.351	0.931
EWB00_003429	EWB00_009162	6182.A0A4Z2DWH7	6182.A0A4Z2CMV9	0	0	0	0	0	0.276	0.313	0.355	0.651
EWB00_003429	EWB00_007520	6182.A0A4Z2DWH7	6182.A0A4Z2CUE7	0	0	0	0	0	0.357	0.771	0.252	0.880
EWB00_003429	EWB00_007322	6182.A0A4Z2DWH7	6182.A0A4Z2CUR2	0	0	0	0	0	0.928	0.876	0.769	0.997
EWB00_003429	EWB00_006505	6182.A0A4Z2DWH7	6182.A0A4Z2CYG9	0	0	0	0	0	0.323	0.493	0.475	0.804
EWB00_003429	EWB00_006234	6182.A0A4Z2DWH7	6182.A0A4Z2CZ44	0	0	0	0	0.089	0.132	0	0.583	0.641
EWB00_003429	EWB00_004406	6182.A0A4Z2DWH7	6182.A0A4Z2D5D6	0	0	0	0	0	0.357	0.771	0.252	0.880
EWB00_003429	EWB00_004122	6182.A0A4Z2DWH7	6182.A0A4Z2D6I6	0	0	0	0	0	0.181	0.380	0.105	0.505
EWB00_003429	EWB00_003565	6182.A0A4Z2DWH7	6182.A0A4Z2D923	0	0	0	0	0.045	0.932	0.910	0.829	0.998
EWB00_003429	EWB00_003146	6182.A0A4Z2DWH7	6182.A0A4Z2D9E0	0	0	0	0	0	0.636	0.909	0.829	0.993
EWB00_003429	EWB00_002869	6182.A0A4Z2DWH7	6182.A0A4Z2DAG8	0	0	0	0	0	0.311	0.771	0.535	0.920
EWB00_003429	EWB00_002775	6182.A0A4Z2DWH7	6182.A0A4Z2DBA8	0	0	0	0	0.089	0.132	0	0.583	0.641
EWB00_003429	EWB00_002103	6182.A0A4Z2DWH7	6182.A0A4Z2DDE8	0	0	0	0	0	0	0	0.769	0.769
EWB00_003429	EWB00_001618	6182.A0A4Z2DWH7	6182.A0A4Z2DF74	0	0	0	0	0	0.234	0.191	0.366	0.572
EWB00_003429	EWB00_001471	6182.A0A4Z2DWH7	6182.A0A4Z2DFS2	0	0	0	0	0	0.127	0.335	0.104	0.434
EWB00_003429	EWB00_010649	6182.A0A4Z2DWH7	6182.A0A4Z2DN32	0	0	0	0	0.057	0.337	0	0.336	0.548
EWB00_003429	EWB00_011039	6182.A0A4Z2DWH7	6182.A0A4Z2DN82	0	0	0	0	0	0.310	0.771	0.190	0.860
EWB00_003429	EWB00_009541	6182.A0A4Z2DWH7	6182.A0A4Z2DR60	0	0	0	0	0	0.228	0.380	0.173	0.569
EWB00_003429	EWB00_006002	6182.A0A4Z2DWH7	6182.A0A4Z2DTC9	0	0	0	0	0	0.276	0.313	0.087	0.506
EWB00_003429	EWB00_006050	6182.A0A4Z2DWH7	6182.A0A4Z2DTJ0	0	0	0	0	0.081	0.337	0	0.769	0.846
EWB00_003429	EWB00_004876	6182.A0A4Z2DWH7	6182.A0A4Z2DUG9	0	0	0	0	0	0.276	0.771	0.475	0.905
EWB00_003429	EWB00_004878	6182.A0A4Z2DWH7	6182.A0A4Z2DUX1	0	0	0	0	0	0.276	0.771	0.475	0.905
EWB00_003429	EWB00_008857	6182.A0A4Z2DWH7	6182.A0A4Z2DY79	0	0	0	0	0	0.276	0.425	0.186	0.631
EWB00_003429	EWB00_009161	6182.A0A4Z2DWH7	6182.C1L3T0	0	0	0	0	0	0.276	0.313	0.355	0.651
EWB00_003429	EWB00_008747	6182.A0A4Z2DWH7	6182.C1LG63	0	0	0.116	0.633	0	0.174	0.569	0.042	0.658
EWB00_003429	EWB00_003359	6182.A0A4Z2DWH7	6182.C1LMR7	0	0	0	0	0.095	0.159	0	0.607	0.674
EWB00_003429	tsr	6182.A0A4Z2DWH7	6182.Q86ES4	0	0	0	0	0.095	0.159	0	0.607	0.674
EWB00_003429	Act5C	6182.A0A4Z2DWH7	6182.Q5DF69	0	0	0	0	0	0.276	0.687	0.355	0.841
EWB00_003429	EWB00_002919	6182.A0A4Z2DWH7	6182.A0A4Z2DWJ9	0	0	0	0	0	0.310	0.771	0.190	0.860
EWB00_003429	fyn-prov	6182.A0A4Z2DWH7	6182.C1LGZ6	0	0	0	0	0	0.357	0.771	0.252	0.880
EWB00_003429	EWB00_002502	6182.A0A4Z2DWH7	6182.Q71TT8	0	0	0	0	0	0.276	0.862	0.475	0.942
EWB00_003429	EWB00_010398	6182.A0A4Z2DWH7	6182.A0A4Z2DXN3	0	0	0	0	0.132	0.826	0.876	0.829	0.996
EWB00_003565	EWB00_009162	6182.A0A4Z2D923	6182.A0A4Z2CMV9	0	0	0	0	0.089	0.283	0.372	0.104	0.583
EWB00_003565	EWB00_007520	6182.A0A4Z2D923	6182.A0A4Z2CUE7	0	0	0	0	0	0.267	0.394	0.217	0.621
EWB00_003565	EWB00_007322	6182.A0A4Z2D923	6182.A0A4Z2CUR2	0	0	0	0	0.044	0.244	0	0.810	0.850
EWB00_003565	EWB00_006747	6182.A0A4Z2D923	6182.A0A4Z2CWY6	0	0	0	0	0	0.273	0	0.237	0.421
EWB00_003565	EWB00_006505	6182.A0A4Z2D923	6182.A0A4Z2CYG9	0	0	0	0	0.262	0.826	0.739	0.552	0.982
EWB00_003565	EWB00_006234	6182.A0A4Z2D923	6182.A0A4Z2CZ44	0	0	0	0	0.218	0	0.462	0.652	0.840
EWB00_003565	EWB00_004965	6182.A0A4Z2D923	6182.A0A4Z2D4A5	0	0	0	0	0.089	0.370	0	0.306	0.566
EWB00_003565	EWB00_004406	6182.A0A4Z2D923	6182.A0A4Z2D5D6	0	0	0	0	0	0.267	0.394	0.217	0.621
EWB00_003565	EWB00_001471	6182.A0A4Z2D923	6182.A0A4Z2DFS2	0	0	0	0	0	0.104	0.356	0.049	0.403
EWB00_003565	EWB00_001618	6182.A0A4Z2D923	6182.A0A4Z2DF74	0	0	0	0	0	0.257	0.298	0.066	0.470
EWB00_003565	EWB00_006002	6182.A0A4Z2D923	6182.A0A4Z2DTC9	0	0	0	0	0	0.283	0.372	0.104	0.561
EWB00_003565	EWB00_007426	6182.A0A4Z2D923	6182.C1LJL2	0	0	0	0	0.104	0.257	0.298	0.185	0.568
EWB00_003565	EWB00_003359	6182.A0A4Z2D923	6182.C1LMR7	0	0	0	0	0	0	0	0.612	0.612
EWB00_003565	tsr	6182.A0A4Z2D923	6182.Q86ES4	0	0	0	0	0	0	0	0.612	0.612
EWB00_003565	fyn-prov	6182.A0A4Z2D923	6182.C1LGZ6	0	0	0	0	0	0.267	0.394	0.217	0.621
EWB00_003565	EWB00_009161	6182.A0A4Z2D923	6182.C1L3T0	0	0	0	0	0.089	0.283	0.372	0.205	0.630
EWB00_003565	EWB00_011039	6182.A0A4Z2D923	6182.A0A4Z2DN82	0	0	0	0	0.085	0.123	0.512	0.292	0.685
EWB00_003565	EWB00_002919	6182.A0A4Z2D923	6182.A0A4Z2DWJ9	0	0	0	0	0.085	0.123	0.512	0.292	0.685
EWB00_003565	EWB00_008857	6182.A0A4Z2D923	6182.A0A4Z2DY79	0	0	0	0	0	0.283	0.517	0.240	0.713
EWB00_003565	EWB00_009541	6182.A0A4Z2D923	6182.A0A4Z2DR60	0	0	0	0	0.046	0	0	0.769	0.770
EWB00_003565	EWB00_010647	6182.A0A4Z2D923	6182.Q5DHL6	0	0	0	0	0	0.257	0.298	0.632	0.791
EWB00_003565	EWB00_002775	6182.A0A4Z2D923	6182.A0A4Z2DBA8	0	0	0	0	0.218	0	0.462	0.652	0.840
EWB00_003565	EWB00_002869	6182.A0A4Z2D923	6182.A0A4Z2DAG8	0	0	0	0	0.091	0.297	0.544	0.540	0.848
EWB00_003565	EWB00_010398	6182.A0A4Z2D923	6182.A0A4Z2DXN3	0	0	0	0	0.110	0.127	0.076	0.828	0.859
EWB00_003565	EWB00_002103	6182.A0A4Z2D923	6182.A0A4Z2DDE8	0	0	0	0	0.059	0.596	0	0.800	0.917
EWB00_003565	Act5C	6182.A0A4Z2D923	6182.Q5DF69	0	0	0	0	0	0.292	0.827	0.438	0.925
EWB00_003565	EWB00_004876	6182.A0A4Z2D923	6182.A0A4Z2DUG9	0	0	0	0	0	0.310	0.816	0.564	0.939
EWB00_003565	EWB00_004878	6182.A0A4Z2D923	6182.A0A4Z2DUX1	0	0	0	0	0	0.310	0.816	0.564	0.939
EWB00_003565	EWB00_010649	6182.A0A4Z2D923	6182.A0A4Z2DN32	0	0	0	0	0.185	0.810	0.739	0.527	0.978
EWB00_003565	EWB00_002502	6182.A0A4Z2D923	6182.Q71TT8	0	0	0	0	0	0.310	0.935	0.613	0.981
EWB00_003565	EWB00_006050	6182.A0A4Z2D923	6182.A0A4Z2DTJ0	0	0	0	0	0.197	0.916	0.876	0.819	0.998
EWB00_003565	EWB00_003429	6182.A0A4Z2D923	6182.A0A4Z2DWH7	0	0	0	0	0.045	0.932	0.910	0.829	0.998
EWB00_003565	EWB00_003146	6182.A0A4Z2D923	6182.A0A4Z2D9E0	0	0	0	0	0.309	0.929	0.909	0.829	0.999
EWB00_003590	EWB00_010398	6182.A0A4Z2D831	6182.A0A4Z2DXN3	0	0	0	0	0	0.121	0.177	0.261	0.418
EWB00_003590	EWB00_010649	6182.A0A4Z2D831	6182.A0A4Z2DN32	0	0	0	0	0.042	0.090	0.355	0.182	0.478
EWB00_003590	EWB00_006050	6182.A0A4Z2D831	6182.A0A4Z2DTJ0	0	0	0	0	0.042	0.090	0.355	0.372	0.599
EWB00_004122	EWB00_007322	6182.A0A4Z2D6I6	6182.A0A4Z2CUR2	0	0	0	0	0	0.060	0	0.390	0.402
EWB00_004122	EWB00_006747	6182.A0A4Z2D6I6	6182.A0A4Z2CWY6	0	0	0	0	0.112	0.506	0	0.303	0.667
EWB00_004122	EWB00_003429	6182.A0A4Z2D6I6	6182.A0A4Z2DWH7	0	0	0	0	0	0.181	0.380	0.105	0.505
EWB00_004122	EWB00_002103	6182.A0A4Z2D6I6	6182.A0A4Z2DDE8	0	0	0	0	0.112	0.506	0	0.303	0.667
EWB00_004122	EWB00_010398	6182.A0A4Z2D6I6	6182.A0A4Z2DXN3	0	0	0	0	0.154	0.830	0.510	0.540	0.963
EWB00_004406	EWB00_009162	6182.A0A4Z2D5D6	6182.A0A4Z2CMV9	0	0	0	0	0	0.165	0.381	0.063	0.473
EWB00_004406	EWB00_007322	6182.A0A4Z2D5D6	6182.A0A4Z2CUR2	0	0	0	0	0.045	0.668	0.771	0.124	0.927
EWB00_004406	EWB00_006505	6182.A0A4Z2D5D6	6182.A0A4Z2CYG9	0	0	0	0	0	0.129	0.394	0.143	0.508
EWB00_004406	EWB00_001618	6182.A0A4Z2D5D6	6182.A0A4Z2DF74	0	0	0	0	0	0.165	0.282	0.104	0.415
EWB00_004406	EWB00_006002	6182.A0A4Z2D5D6	6182.A0A4Z2DTC9	0	0	0	0	0	0.165	0.381	0.063	0.473
EWB00_004406	EWB00_008857	6182.A0A4Z2D5D6	6182.A0A4Z2DY79	0	0	0	0	0	0.165	0.381	0.063	0.473
EWB00_004406	EWB00_009161	6182.A0A4Z2D5D6	6182.C1L3T0	0	0	0	0	0	0.165	0.381	0.063	0.473
EWB00_004406	Act5C	6182.A0A4Z2D5D6	6182.Q5DF69	0	0	0	0	0	0.165	0.381	0.073	0.479
EWB00_004406	EWB00_004876	6182.A0A4Z2D5D6	6182.A0A4Z2DUG9	0	0	0	0	0	0.165	0.381	0.095	0.491
EWB00_004406	EWB00_004878	6182.A0A4Z2D5D6	6182.A0A4Z2DUX1	0	0	0	0	0	0.165	0.381	0.095	0.491
EWB00_004406	EWB00_002502	6182.A0A4Z2D5D6	6182.Q71TT8	0	0	0	0	0	0.165	0.381	0.095	0.491
EWB00_004406	EWB00_003146	6182.A0A4Z2D5D6	6182.A0A4Z2D9E0	0	0	0	0	0	0.162	0.395	0.143	0.527
