#node	identifier	category	term ID	term description
EWB00_002919	6182.A0A4Z2DWJ9	GO Component	GO:0098802	Plasma membrane signaling receptor complex
EWB00_002919	6182.A0A4Z2DWJ9	GO Component	GO:0110165	Cellular anatomical structure
EWB00_002919	6182.A0A4Z2DWJ9	STRING clusters	CL:585	Mixed, incl. Integrin-mediated signaling pathway, and PDZ and LIM domain-containing
EWB00_002919	6182.A0A4Z2DWJ9	STRING clusters	CL:588	Integrin-mediated signaling pathway, and Cell-extracellular matrix interactions
EWB00_002919	6182.A0A4Z2DWJ9	STRING clusters	CL:589	Integrin cell surface interactions, and Laminin, N-terminal
EWB00_002919	6182.A0A4Z2DWJ9	STRING clusters	CL:590	Integrin cell surface interactions, and Filamin family
EWB00_002919	6182.A0A4Z2DWJ9	STRING clusters	CL:600	FG-GAP repeat, and Filamin family
EWB00_002919	6182.A0A4Z2DWJ9	KEGG	map04512	ECM-receptor interaction
EWB00_002919	6182.A0A4Z2DWJ9	KEGG	map04820	Cytoskeleton in muscle cells
EWB00_002919	6182.A0A4Z2DWJ9	Reactome	MAP-1474244	Extracellular matrix organization
EWB00_002919	6182.A0A4Z2DWJ9	Reactome	MAP-216083	Integrin cell surface interactions
EWB00_002919	6182.A0A4Z2DWJ9	COMPARTMENTS	GOCC:0005886	Plasma membrane
EWB00_002919	6182.A0A4Z2DWJ9	COMPARTMENTS	GOCC:0008305	Integrin complex
EWB00_002919	6182.A0A4Z2DWJ9	COMPARTMENTS	GOCC:0016020	Membrane
EWB00_002919	6182.A0A4Z2DWJ9	COMPARTMENTS	GOCC:0032991	Protein-containing complex
EWB00_002919	6182.A0A4Z2DWJ9	COMPARTMENTS	GOCC:0071944	Cell periphery
EWB00_002919	6182.A0A4Z2DWJ9	COMPARTMENTS	GOCC:0098797	Plasma membrane protein complex
EWB00_002919	6182.A0A4Z2DWJ9	COMPARTMENTS	GOCC:0098802	Plasma membrane signaling receptor complex
EWB00_002919	6182.A0A4Z2DWJ9	COMPARTMENTS	GOCC:0110165	Cellular anatomical structure
EWB00_002919	6182.A0A4Z2DWJ9	UniProt Keywords	KW-0130	Cell adhesion
EWB00_002919	6182.A0A4Z2DWJ9	UniProt Keywords	KW-0325	Glycoprotein
EWB00_002919	6182.A0A4Z2DWJ9	UniProt Keywords	KW-0401	Integrin
EWB00_002919	6182.A0A4Z2DWJ9	UniProt Keywords	KW-0472	Membrane
EWB00_002919	6182.A0A4Z2DWJ9	UniProt Keywords	KW-0675	Receptor
EWB00_002919	6182.A0A4Z2DWJ9	UniProt Keywords	KW-0677	Repeat
EWB00_002919	6182.A0A4Z2DWJ9	UniProt Keywords	KW-0732	Signal
EWB00_002919	6182.A0A4Z2DWJ9	UniProt Keywords	KW-0812	Transmembrane
EWB00_002919	6182.A0A4Z2DWJ9	UniProt Keywords	KW-1133	Transmembrane helix
EWB00_002919	6182.A0A4Z2DWJ9	InterPro	IPR000413	Integrin alpha chain
EWB00_002919	6182.A0A4Z2DWJ9	InterPro	IPR013517	FG-GAP repeat
EWB00_002919	6182.A0A4Z2DWJ9	InterPro	IPR013519	Integrin alpha beta-propellor
EWB00_002919	6182.A0A4Z2DWJ9	InterPro	IPR028994	Integrin alpha, N-terminal
EWB00_002919	6182.A0A4Z2DWJ9	InterPro	IPR032695	Integrin domain superfamily
EWB00_002919	6182.A0A4Z2DWJ9	InterPro	IPR048286	Integrin alpha, third immunoglobulin-like domain
EWB00_002919	6182.A0A4Z2DWJ9	SMART	SM00191	Integrin alpha (beta-propellor repeats).
EWB00_003146	6182.A0A4Z2D9E0	GO Process	GO:0006996	Organelle organization
EWB00_003146	6182.A0A4Z2D9E0	GO Process	GO:0007010	Cytoskeleton organization
EWB00_003146	6182.A0A4Z2D9E0	GO Process	GO:0007155	Cell adhesion
EWB00_003146	6182.A0A4Z2D9E0	GO Process	GO:0009987	Cellular process
EWB00_003146	6182.A0A4Z2D9E0	GO Process	GO:0016043	Cellular component organization
EWB00_003146	6182.A0A4Z2D9E0	GO Process	GO:0030029	Actin filament-based process
EWB00_003146	6182.A0A4Z2D9E0	GO Process	GO:0030036	Actin cytoskeleton organization
EWB00_003146	6182.A0A4Z2D9E0	GO Process	GO:0071840	Cellular component organization or biogenesis
EWB00_003146	6182.A0A4Z2D9E0	GO Process	GO:0098609	Cell-cell adhesion
EWB00_003146	6182.A0A4Z2D9E0	GO Function	GO:0003779	Actin binding
EWB00_003146	6182.A0A4Z2D9E0	GO Function	GO:0005102	Signaling receptor binding
EWB00_003146	6182.A0A4Z2D9E0	GO Function	GO:0005178	Integrin binding
EWB00_003146	6182.A0A4Z2D9E0	GO Function	GO:0005198	Structural molecule activity
EWB00_003146	6182.A0A4Z2D9E0	GO Function	GO:0005200	Structural constituent of cytoskeleton
EWB00_003146	6182.A0A4Z2D9E0	GO Function	GO:0005488	Binding
EWB00_003146	6182.A0A4Z2D9E0	GO Function	GO:0005515	Protein binding
EWB00_003146	6182.A0A4Z2D9E0	GO Function	GO:0008092	Cytoskeletal protein binding
EWB00_003146	6182.A0A4Z2D9E0	GO Function	GO:0044877	Protein-containing complex binding
EWB00_003146	6182.A0A4Z2D9E0	GO Function	GO:0050839	Cell adhesion molecule binding
EWB00_003146	6182.A0A4Z2D9E0	GO Function	GO:0051015	Actin filament binding
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0001726	Ruffle
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0005622	Intracellular anatomical structure
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0005737	Cytoplasm
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0005856	Cytoskeleton
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0005886	Plasma membrane
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0005925	Focal adhesion
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0016020	Membrane
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0030054	Cell junction
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0030055	Cell-substrate junction
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0031252	Cell leading edge
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0042995	Cell projection
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0043226	Organelle
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0043228	Membraneless organelle
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0043229	Intracellular organelle
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0043232	Intracellular membraneless organelle
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0070161	Anchoring junction
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0071944	Cell periphery
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0110165	Cellular anatomical structure
EWB00_003146	6182.A0A4Z2D9E0	GO Component	GO:0120025	Plasma membrane bounded cell projection
EWB00_003146	6182.A0A4Z2D9E0	STRING clusters	CL:585	Mixed, incl. Integrin-mediated signaling pathway, and PDZ and LIM domain-containing
EWB00_003146	6182.A0A4Z2D9E0	STRING clusters	CL:588	Integrin-mediated signaling pathway, and Cell-extracellular matrix interactions
EWB00_003146	6182.A0A4Z2D9E0	STRING clusters	CL:589	Integrin cell surface interactions, and Laminin, N-terminal
EWB00_003146	6182.A0A4Z2D9E0	STRING clusters	CL:590	Integrin cell surface interactions, and Filamin family
EWB00_003146	6182.A0A4Z2D9E0	STRING clusters	CL:591	Talin, central, and Filamin family
EWB00_003146	6182.A0A4Z2D9E0	KEGG	map04820	Cytoskeleton in muscle cells
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-109582	Hemostasis
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-114608	Platelet degranulation
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-1266738	Developmental Biology
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-162582	Signal Transduction
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-354192	Integrin signaling
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-373755	Semaphorin interactions
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-397014	Muscle contraction
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-422475	Axon guidance
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-445355	Smooth Muscle Contraction
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-5673001	RAF/MAP kinase cascade
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-5674135	MAP2K and MAPK activation
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-5683057	MAPK family signaling cascades
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-5684996	MAPK1/MAPK3 signaling
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-76002	Platelet activation, signaling and aggregation
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-76005	Response to elevated platelet cytosolic Ca2+
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-76009	Platelet Aggregation (Plug Formation)
EWB00_003146	6182.A0A4Z2D9E0	Reactome	MAP-9675108	Nervous system development
EWB00_003146	6182.A0A4Z2D9E0	COMPARTMENTS	GOCC:0001726	Ruffle
EWB00_003146	6182.A0A4Z2D9E0	COMPARTMENTS	GOCC:0031252	Cell leading edge
EWB00_003146	6182.A0A4Z2D9E0	COMPARTMENTS	GOCC:0042995	Cell projection
EWB00_003146	6182.A0A4Z2D9E0	COMPARTMENTS	GOCC:0110165	Cellular anatomical structure
EWB00_003146	6182.A0A4Z2D9E0	COMPARTMENTS	GOCC:0120025	Plasma membrane bounded cell projection
EWB00_003146	6182.A0A4Z2D9E0	UniProt Keywords	KW-0206	Cytoskeleton
EWB00_003146	6182.A0A4Z2D9E0	UniProt Keywords	KW-0963	Cytoplasm
EWB00_003146	6182.A0A4Z2D9E0	Pfam	PF01608	I/LWEQ domain
EWB00_003146	6182.A0A4Z2D9E0	Pfam	PF09141	Talin, middle domain
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR000299	FERM domain
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR002404	IRS-type PTB domain
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR002558	I/LWEQ domain
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR011993	PH-like domain superfamily
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR014352	FERM/acyl-CoA-binding protein superfamily
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR015224	Talin, central
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR019748	FERM central domain
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR019749	Band 4.1 domain
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR035963	FERM superfamily, second domain
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR035964	I/LWEQ domain superfamily
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR036476	Talin, central domain superfamily
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR036723	Alpha-catenin/vinculin-like superfamily
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR049108	Talin, R4 domain
EWB00_003146	6182.A0A4Z2D9E0	InterPro	IPR054060	Talin 1-like, rod-segment domain
EWB00_003146	6182.A0A4Z2D9E0	SMART	SM00295	Band 4.1 homologues
EWB00_003146	6182.A0A4Z2D9E0	SMART	SM01244	Phosphotyrosine-binding domain
EWB00_003359	6182.C1LMR7	GO Process	GO:0006996	Organelle organization
EWB00_003359	6182.C1LMR7	GO Process	GO:0007010	Cytoskeleton organization
EWB00_003359	6182.C1LMR7	GO Process	GO:0007015	Actin filament organization
EWB00_003359	6182.C1LMR7	GO Process	GO:0008154	Actin polymerization or depolymerization
EWB00_003359	6182.C1LMR7	GO Process	GO:0009987	Cellular process
EWB00_003359	6182.C1LMR7	GO Process	GO:0016043	Cellular component organization
EWB00_003359	6182.C1LMR7	GO Process	GO:0022411	Cellular component disassembly
EWB00_003359	6182.C1LMR7	GO Process	GO:0030029	Actin filament-based process
EWB00_003359	6182.C1LMR7	GO Process	GO:0030036	Actin cytoskeleton organization
EWB00_003359	6182.C1LMR7	GO Process	GO:0030042	Actin filament depolymerization
EWB00_003359	6182.C1LMR7	GO Process	GO:0030043	Actin filament fragmentation
EWB00_003359	6182.C1LMR7	GO Process	GO:0032984	Protein-containing complex disassembly
EWB00_003359	6182.C1LMR7	GO Process	GO:0043933	Protein-containing complex organization
EWB00_003359	6182.C1LMR7	GO Process	GO:0048518	Positive regulation of biological process
EWB00_003359	6182.C1LMR7	GO Process	GO:0050789	Regulation of biological process
EWB00_003359	6182.C1LMR7	GO Process	GO:0051014	Actin filament severing
EWB00_003359	6182.C1LMR7	GO Process	GO:0051261	Protein depolymerization
EWB00_003359	6182.C1LMR7	GO Process	GO:0065007	Biological regulation
EWB00_003359	6182.C1LMR7	GO Process	GO:0071840	Cellular component organization or biogenesis
EWB00_003359	6182.C1LMR7	GO Process	GO:0097435	Supramolecular fiber organization
EWB00_003359	6182.C1LMR7	GO Function	GO:0003779	Actin binding
EWB00_003359	6182.C1LMR7	GO Function	GO:0005488	Binding
EWB00_003359	6182.C1LMR7	GO Function	GO:0005515	Protein binding
EWB00_003359	6182.C1LMR7	GO Function	GO:0008092	Cytoskeletal protein binding
EWB00_003359	6182.C1LMR7	GO Function	GO:0044877	Protein-containing complex binding
EWB00_003359	6182.C1LMR7	GO Function	GO:0051015	Actin filament binding
EWB00_003359	6182.C1LMR7	GO Component	GO:0005622	Intracellular anatomical structure
EWB00_003359	6182.C1LMR7	GO Component	GO:0005737	Cytoplasm
EWB00_003359	6182.C1LMR7	GO Component	GO:0005856	Cytoskeleton
EWB00_003359	6182.C1LMR7	GO Component	GO:0015629	Actin cytoskeleton
EWB00_003359	6182.C1LMR7	GO Component	GO:0043226	Organelle
EWB00_003359	6182.C1LMR7	GO Component	GO:0043228	Membraneless organelle
EWB00_003359	6182.C1LMR7	GO Component	GO:0043229	Intracellular organelle
EWB00_003359	6182.C1LMR7	GO Component	GO:0043232	Intracellular membraneless organelle
EWB00_003359	6182.C1LMR7	GO Component	GO:0110165	Cellular anatomical structure
EWB00_003359	6182.C1LMR7	STRING clusters	CL:1135	Regulation of actin dynamics for phagocytic cup formation, and Actin filament organization
EWB00_003359	6182.C1LMR7	STRING clusters	CL:1189	Mixed, incl. Actin-depolymerising factor homology domain, and Fimbrin/Plastin
EWB00_003359	6182.C1LMR7	STRING clusters	CL:1213	ADF/Cofilin, and Dual specificity phosphatase, catalytic domain
EWB00_003359	6182.C1LMR7	Reactome	MAP-109582	Hemostasis
EWB00_003359	6182.C1LMR7	Reactome	MAP-114608	Platelet degranulation
EWB00_003359	6182.C1LMR7	Reactome	MAP-1266738	Developmental Biology
EWB00_003359	6182.C1LMR7	Reactome	MAP-1280215	Cytokine Signaling in Immune system
EWB00_003359	6182.C1LMR7	Reactome	MAP-162582	Signal Transduction
EWB00_003359	6182.C1LMR7	Reactome	MAP-168249	Innate Immune System
EWB00_003359	6182.C1LMR7	Reactome	MAP-168256	Immune System
EWB00_003359	6182.C1LMR7	Reactome	MAP-194315	Signaling by Rho GTPases
EWB00_003359	6182.C1LMR7	Reactome	MAP-195258	RHO GTPase Effectors
EWB00_003359	6182.C1LMR7	Reactome	MAP-2029480	Fcgamma receptor (FCGR) dependent phagocytosis
EWB00_003359	6182.C1LMR7	Reactome	MAP-2029482	Regulation of actin dynamics for phagocytic cup formation
EWB00_003359	6182.C1LMR7	Reactome	MAP-2682334	EPH-Ephrin signaling
EWB00_003359	6182.C1LMR7	Reactome	MAP-373755	Semaphorin interactions
EWB00_003359	6182.C1LMR7	Reactome	MAP-3928662	EPHB-mediated forward signaling
EWB00_003359	6182.C1LMR7	Reactome	MAP-399954	Sema3A PAK dependent Axon repulsion
EWB00_003359	6182.C1LMR7	Reactome	MAP-422475	Axon guidance
EWB00_003359	6182.C1LMR7	Reactome	MAP-447115	Interleukin-12 family signaling
EWB00_003359	6182.C1LMR7	Reactome	MAP-449147	Signaling by Interleukins
EWB00_003359	6182.C1LMR7	Reactome	MAP-5627117	RHO GTPases Activate ROCKs
EWB00_003359	6182.C1LMR7	Reactome	MAP-76002	Platelet activation, signaling and aggregation
EWB00_003359	6182.C1LMR7	Reactome	MAP-76005	Response to elevated platelet cytosolic Ca2+
EWB00_003359	6182.C1LMR7	Reactome	MAP-9020591	Interleukin-12 signaling
EWB00_003359	6182.C1LMR7	Reactome	MAP-9675108	Nervous system development
EWB00_003359	6182.C1LMR7	Reactome	MAP-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3
EWB00_003359	6182.C1LMR7	COMPARTMENTS	GOCC:0005886	Plasma membrane
EWB00_003359	6182.C1LMR7	COMPARTMENTS	GOCC:0016020	Membrane
EWB00_003359	6182.C1LMR7	COMPARTMENTS	GOCC:0030027	Lamellipodium
EWB00_003359	6182.C1LMR7	COMPARTMENTS	GOCC:0031252	Cell leading edge
EWB00_003359	6182.C1LMR7	COMPARTMENTS	GOCC:0031253	Cell projection membrane
EWB00_003359	6182.C1LMR7	COMPARTMENTS	GOCC:0031256	Leading edge membrane
EWB00_003359	6182.C1LMR7	COMPARTMENTS	GOCC:0031258	Lamellipodium membrane
EWB00_003359	6182.C1LMR7	COMPARTMENTS	GOCC:0042995	Cell projection
EWB00_003359	6182.C1LMR7	COMPARTMENTS	GOCC:0071944	Cell periphery
EWB00_003359	6182.C1LMR7	COMPARTMENTS	GOCC:0098590	Plasma membrane region
EWB00_003359	6182.C1LMR7	COMPARTMENTS	GOCC:0110165	Cellular anatomical structure
EWB00_003359	6182.C1LMR7	COMPARTMENTS	GOCC:0120025	Plasma membrane bounded cell projection
EWB00_003359	6182.C1LMR7	UniProt Keywords	KW-0009	Actin-binding
EWB00_003359	6182.C1LMR7	InterPro	IPR002108	Actin-depolymerising factor homology domain
EWB00_003359	6182.C1LMR7	InterPro	IPR013087	Zinc finger C2H2-type
EWB00_003359	6182.C1LMR7	InterPro	IPR017904	ADF/Cofilin
EWB00_003359	6182.C1LMR7	InterPro	IPR029006	ADF-H/Gelsolin-like domain superfamily
EWB00_003359	6182.C1LMR7	SMART	SM00102	Actin depolymerisation factor/cofilin -like domains
EWB00_003429	6182.A0A4Z2DWH7	GO Process	GO:0009987	Cellular process
EWB00_003429	6182.A0A4Z2DWH7	GO Process	GO:0050789	Regulation of biological process
EWB00_003429	6182.A0A4Z2DWH7	GO Process	GO:0050794	Regulation of cellular process
EWB00_003429	6182.A0A4Z2DWH7	GO Process	GO:0065007	Biological regulation
EWB00_003429	6182.A0A4Z2DWH7	GO Function	GO:0005488	Binding
EWB00_003429	6182.A0A4Z2DWH7	GO Function	GO:0036094	Small molecule binding
EWB00_003429	6182.A0A4Z2DWH7	GO Function	GO:0043167	Ion binding
EWB00_003429	6182.A0A4Z2DWH7	GO Function	GO:0043169	Cation binding
EWB00_003429	6182.A0A4Z2DWH7	GO Function	GO:0046872	Metal ion binding
EWB00_003429	6182.A0A4Z2DWH7	GO Component	GO:0005622	Intracellular anatomical structure
EWB00_003429	6182.A0A4Z2DWH7	GO Component	GO:0005737	Cytoplasm
EWB00_003429	6182.A0A4Z2DWH7	GO Component	GO:0005856	Cytoskeleton
EWB00_003429	6182.A0A4Z2DWH7	GO Component	GO:0005925	Focal adhesion
EWB00_003429	6182.A0A4Z2DWH7	GO Component	GO:0030054	Cell junction
EWB00_003429	6182.A0A4Z2DWH7	GO Component	GO:0030055	Cell-substrate junction
EWB00_003429	6182.A0A4Z2DWH7	GO Component	GO:0043226	Organelle
EWB00_003429	6182.A0A4Z2DWH7	GO Component	GO:0043228	Membraneless organelle
EWB00_003429	6182.A0A4Z2DWH7	GO Component	GO:0043229	Intracellular organelle
EWB00_003429	6182.A0A4Z2DWH7	GO Component	GO:0043232	Intracellular membraneless organelle
EWB00_003429	6182.A0A4Z2DWH7	GO Component	GO:0070161	Anchoring junction
EWB00_003429	6182.A0A4Z2DWH7	GO Component	GO:0110165	Cellular anatomical structure
EWB00_003429	6182.A0A4Z2DWH7	STRING clusters	CL:654	Mixed, incl. Small GTPase-mediated signal transduction, and Cell surface receptor protein tyrosine kinase signaling pathway
EWB00_003429	6182.A0A4Z2DWH7	STRING clusters	CL:655	Mixed, incl. Small GTPase-mediated signal transduction, and Cell surface receptor protein tyrosine kinase signaling pathway
EWB00_003429	6182.A0A4Z2DWH7	STRING clusters	CL:656	Mixed, incl. Cell surface receptor protein tyrosine kinase signaling pathway, and Small GTPase-mediated signal transduction
EWB00_003429	6182.A0A4Z2DWH7	STRING clusters	CL:657	Mixed, incl. Cell surface receptor protein tyrosine kinase signaling pathway, and Protein tyrosine phosphatase, catalytic domain
EWB00_003429	6182.A0A4Z2DWH7	STRING clusters	CL:659	Mixed, incl. Cell surface receptor protein tyrosine kinase signaling pathway, and Protein tyrosine phosphatase, catalytic domain
EWB00_003429	6182.A0A4Z2DWH7	STRING clusters	CL:701	Mixed, incl. Non-membrane spanning protein tyrosine kinase activity, and PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases
EWB00_003429	6182.A0A4Z2DWH7	STRING clusters	CL:704	Non-membrane spanning protein tyrosine kinase activity, and GAB1 signalosome
EWB00_003429	6182.A0A4Z2DWH7	KEGG	map05100	Bacterial invasion of epithelial cells
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-1500931	Cell-Cell communication
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-162582	Signal Transduction
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-177929	Signaling by EGFR
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-180292	GAB1 signalosome
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-194138	Signaling by VEGF
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-397014	Muscle contraction
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-4420097	VEGFA-VEGFR2 Pathway
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-445355	Smooth Muscle Contraction
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-446353	Cell-extracellular matrix interactions
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-446388	Regulation of cytoskeletal remodeling and cell spreading by IPP complex components
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-446728	Cell junction organization
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-8848021	Signaling by PTK6
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-9006927	Signaling by Non-Receptor Tyrosine Kinases
EWB00_003429	6182.A0A4Z2DWH7	Reactome	MAP-9006934	Signaling by Receptor Tyrosine Kinases
EWB00_003429	6182.A0A4Z2DWH7	COMPARTMENTS	GOCC:0005622	Intracellular anatomical structure
EWB00_003429	6182.A0A4Z2DWH7	COMPARTMENTS	GOCC:0110165	Cellular anatomical structure
EWB00_003429	6182.A0A4Z2DWH7	UniProt Keywords	KW-0175	Coiled coil
EWB00_003429	6182.A0A4Z2DWH7	UniProt Keywords	KW-0440	LIM domain
EWB00_003429	6182.A0A4Z2DWH7	UniProt Keywords	KW-0479	Metal-binding
EWB00_003429	6182.A0A4Z2DWH7	UniProt Keywords	KW-0862	Zinc
EWB00_003429	6182.A0A4Z2DWH7	InterPro	IPR001781	Zinc finger, LIM-type
EWB00_003429	6182.A0A4Z2DWH7	InterPro	IPR050604	PDZ and LIM domain-containing
EWB00_003429	6182.A0A4Z2DWH7	SMART	SM00132	Zinc-binding domain present in Lin-11, Isl-1, Mec-3.
EWB00_003565	6182.A0A4Z2D923	GO Process	GO:0007155	Cell adhesion
EWB00_003565	6182.A0A4Z2D923	GO Process	GO:0009987	Cellular process
EWB00_003565	6182.A0A4Z2D923	GO Function	GO:0003779	Actin binding
EWB00_003565	6182.A0A4Z2D923	GO Function	GO:0005198	Structural molecule activity
EWB00_003565	6182.A0A4Z2D923	GO Function	GO:0005488	Binding
EWB00_003565	6182.A0A4Z2D923	GO Function	GO:0005515	Protein binding
EWB00_003565	6182.A0A4Z2D923	GO Function	GO:0008092	Cytoskeletal protein binding
EWB00_003565	6182.A0A4Z2D923	GO Function	GO:0044877	Protein-containing complex binding
EWB00_003565	6182.A0A4Z2D923	GO Function	GO:0051015	Actin filament binding
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0005622	Intracellular anatomical structure
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0005737	Cytoplasm
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0005856	Cytoskeleton
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0005886	Plasma membrane
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0005911	Cell-cell junction
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0005912	Adherens junction
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0005925	Focal adhesion
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0015629	Actin cytoskeleton
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0016020	Membrane
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0030054	Cell junction
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0030055	Cell-substrate junction
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0043226	Organelle
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0043228	Membraneless organelle
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0043229	Intracellular organelle
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0043232	Intracellular membraneless organelle
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0043292	Contractile muscle fiber
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0070161	Anchoring junction
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0071944	Cell periphery
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0099080	Supramolecular complex
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0099081	Supramolecular polymer
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0099512	Supramolecular fiber
EWB00_003565	6182.A0A4Z2D923	GO Component	GO:0110165	Cellular anatomical structure
EWB00_003565	6182.A0A4Z2D923	STRING clusters	CL:585	Mixed, incl. Integrin-mediated signaling pathway, and PDZ and LIM domain-containing
EWB00_003565	6182.A0A4Z2D923	STRING clusters	CL:588	Integrin-mediated signaling pathway, and Cell-extracellular matrix interactions
EWB00_003565	6182.A0A4Z2D923	STRING clusters	CL:589	Integrin cell surface interactions, and Laminin, N-terminal
EWB00_003565	6182.A0A4Z2D923	STRING clusters	CL:590	Integrin cell surface interactions, and Filamin family
EWB00_003565	6182.A0A4Z2D923	STRING clusters	CL:591	Talin, central, and Filamin family
EWB00_003565	6182.A0A4Z2D923	KEGG	map04820	Cytoskeleton in muscle cells
EWB00_003565	6182.A0A4Z2D923	KEGG	map05100	Bacterial invasion of epithelial cells
EWB00_003565	6182.A0A4Z2D923	Reactome	MAP-109582	Hemostasis
EWB00_003565	6182.A0A4Z2D923	Reactome	MAP-114608	Platelet degranulation
EWB00_003565	6182.A0A4Z2D923	Reactome	MAP-1500931	Cell-Cell communication
EWB00_003565	6182.A0A4Z2D923	Reactome	MAP-162582	Signal Transduction
EWB00_003565	6182.A0A4Z2D923	Reactome	MAP-168249	Innate Immune System
EWB00_003565	6182.A0A4Z2D923	Reactome	MAP-168256	Immune System
